0 5.98777 0
1 5.93344 0.0543303
2 5.90681 0.0411471
3 5.80357 0.107265
4 5.51105 0.304092
5 5.62603 0.27362
6 5.68819 0.23946
7 5.44248 0.321526
8 5.30106 0.316867
9 5.3037 0.283427
10 5.30581 0.256378
11 5.39028 0.248817
12 5.44401 0.235099
13 5.3998 0.222103
14 5.44236 0.2111
15 5.41049 0.200021
16 5.40401 0.187999
17 5.40803 0.177293
18 5.40491 0.167731
19 5.45152 0.165811
20 5.41484 0.161928
21 5.4441 0.157141
22 5.44914 0.150238
23 5.43398 0.144638
24 5.41229 0.140418
25 5.39116 0.136553
26 5.4209 0.134722
27 5.37699 0.137047
28 5.39027 0.132902
29 5.39468 0.128471
30 5.39855 0.124318
31 5.41396 0.121354
32 5.4292 0.118602
33 5.42935 0.115061
34 5.41947 0.11216
35 5.44308 0.111529
36 5.43735 0.108624
37 5.4408 0.105783
38 5.42778 0.103855
39 5.41127 0.102563
40 5.40122 0.100535
41 5.41368 0.0989003
42 5.37454 0.104203
43 5.39107 0.103141
44 5.37286 0.102455
45 5.37562 0.100241
46 5.36965 0.098266
47 5.33886 0.101006
48 5.34382 0.0990475
49 5.34387 0.0970463
50 5.34728 0.0951857
51 5.32648 0.0956288
52 5.3326 0.094007
53 5.32592 0.0924913
54 5.33228 0.0910168
55 5.31437 0.0911535
56 5.30695 0.0898473
57 5.31677 0.0888295
58 5.30392 0.0882525
59 5.27589 0.0911821
60 5.31486 0.0977756
61 5.29441 0.098335
62 5.30812 0.0977273
63 5.30201 0.0963817
64 5.2825 0.0968728
65 5.29638 0.0963977
66 5.27177 0.0980846
67 5.26205 0.0971195
68 5.26105 0.0957068
69 5.2338 0.0981871
70 5.2234 0.0973514
71 5.23567 0.096771
72 5.23111 0.0955451
73 5.24814 0.0957715
74 5.25558 0.0947782
75 5.26106 0.0936831
76 5.25975 0.0924676
77 5.26436 0.0913904
78 5.27137 0.0904982
79 5.27444 0.0894126
80 5.26695 0.0886192
81 5.27598 0.0879965
82 5.27368 0.0869603
83 5.2574 0.0874473
84 5.2635 0.0866277
85 5.27713 0.0866923
86 5.28617 0.0861651
87 5.30729 0.0877607
88 5.30815 0.0867733
89 5.31964 0.0865698
90 5.31563 0.0857069
91 5.32482 0.0852664
92 5.32561 0.0843483
93 5.31663 0.0839273
94 5.31431 0.0830717
95 5.29262 0.0850138
96 5.28275 0.0847099
97 5.27672 0.0840577
98 5.2803 0.0832814
99 5.28217 0.0824656
