# VELOCITY:     AVE_POFV:        ERROR:
   0.0942809           0           0           0
    0.282843           0           0           0
    0.471405           0           0           0
    0.659966           0           0           0
    0.848528           0           0           0
     1.03709           0           0           0
     1.22565           0           0           0
     1.41421           0           0           0
     1.60278           0           0           0
     1.79134           0           0           0
      1.9799  0.00294628  0.00294628           0
     2.16846    0.255344    0.255344           0
     2.35702     1.94553     1.94553           0
     2.54558       2.468       2.468           0
     2.73415     0.55832     0.55832           0
     2.92271   0.0643271   0.0643271           0
     3.11127  0.00883883  0.00883883           0
     3.29983           0           0           0
     3.48839           0           0           0
     3.67696           0           0           0
     3.86552           0           0           0
     4.05408           0           0           0
     4.24264           0           0           0
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0           0           0
    0.282843  0.00245523  0.00122762 0.000868056
    0.471405  0.00196419 0.000982093 0.000694444
    0.659966  0.00147314  0.00073657 0.000520833
    0.848528  0.00343732  0.00171866  0.00121528
     1.03709   0.0152224  0.00761122  0.00538194
     1.22565   0.0432121    0.021606   0.0152778
     1.41421    0.095754    0.047877   0.0338542
     1.60278    0.135038   0.0675189   0.0477431
     1.79134    0.215078    0.107539   0.0760417
      1.9799    0.563721    0.283334    0.198264
     2.16846    0.579926    0.417635    0.114757
     2.35702    0.829868      1.3877    0.394444
     2.54558     1.26199     1.86499    0.426389
     2.73415     1.07686    0.817592    0.183333
     2.92271    0.382525    0.223426      0.1125
     3.11127   0.0697286   0.0392837   0.0215278
     3.29983    0.021606    0.010803  0.00763889
     3.48839  0.00343732  0.00171866  0.00121528
     3.67696           0           0           0
     3.86552           0           0           0
     4.05408           0           0           0
     4.24264           0           0           0
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0           0           0
    0.282843   0.0162045  0.00621992  0.00411707
    0.471405   0.0554882   0.0191508   0.0148419
    0.659966   0.0628539   0.0214424   0.0169098
    0.848528   0.0481225   0.0171866   0.0126555
     1.03709   0.0476315   0.0209513   0.0114679
     1.22565   0.0304449   0.0245523   0.0104654
     1.41421    0.031918   0.0425574   0.0229836
     1.60278     0.13602   0.0903525    0.036887
     1.79134    0.387927    0.201002   0.0916156
      1.9799    0.331456    0.299375    0.132823
     2.16846    0.499394    0.444888    0.079675
     2.35702    0.738534     1.17131    0.316805
     2.54558    0.651619     1.46054    0.435731
     2.73415    0.826431    0.820538    0.122246
     2.92271    0.710544    0.385799    0.152321
     3.11127    0.429666    0.169411    0.107213
     3.29983    0.179232    0.066946   0.0461226
     3.48839   0.0864242   0.0299538   0.0230681
     3.67696   0.0132583  0.00441942  0.00360844
     3.86552   0.0201329  0.00671097  0.00547948
     4.05408           0           0           0
     4.24264           0           0           0
      4.4312           0           0           0
     4.61976           0           0           0
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0           0           0
    0.282843   0.0157135  0.00859331  0.00370935
    0.471405   0.0500867   0.0268848   0.0129911
    0.659966   0.0869152   0.0378106   0.0190205
    0.848528   0.0383016   0.0224654   0.0105352
     1.03709   0.0515599   0.0286035   0.0108578
     1.22565   0.0648181   0.0346188   0.0117306
     1.41421    0.171375   0.0747618   0.0327869
     1.60278    0.231774    0.125708   0.0412658
     1.79134    0.547517     0.28763    0.101734
      1.9799    0.451763    0.337472    0.104939
     2.16846    0.501849    0.459128   0.0610156
     2.35702    0.526893     1.01021    0.275538
     2.54558    0.421809     1.20085    0.396702
     2.73415    0.513143     0.74369    0.113293
     2.92271    0.553409    0.427701    0.119866
     3.11127    0.315743    0.205994   0.0864263
     3.29983    0.367303    0.142035   0.0736572
     3.48839    0.188562   0.0696058   0.0384518
     3.67696    0.109012   0.0305676   0.0228062
     3.86552   0.0775853   0.0244296   0.0158855
     4.05408  0.00491046  0.00122762  0.00106315
     4.24264  0.00392837 0.000982093 0.000850517
      4.4312  0.00491046  0.00122762  0.00106315
     4.61976  0.00441942  0.00110485 0.000956832
     4.80833           0           0           0
     4.99689           0           0           0
     5.18545           0           0           0
     5.37401           0           0           0
     5.56257           0           0           0
   0.0942809           0           0           0
    0.282843           0  0.00687465    0.003342
    0.471405    0.010803   0.0236684   0.0107837
    0.659966   0.0181687   0.0338822   0.0156168
    0.848528   0.0594166   0.0298556    0.010711
     1.03709   0.0932988   0.0415425   0.0144702
     1.22565    0.207222   0.0691393   0.0322708
     1.41421    0.200838    0.099977   0.0345924
     1.60278     0.39873    0.180312   0.0589503
