#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         126     1.57688     1.57685 0.000121762
         127     1.57794     1.57686 0.000121106
         128     1.57711     1.57686 0.000120176
         129     1.57773     1.57687 0.000119431
         130     1.57702     1.57687 0.000118517
         131     1.57745     1.57688 0.000117696
         132     1.57749     1.57688 0.000116897
         133     1.57755     1.57688 0.000116127
         134     1.57782     1.57689  0.00011547
         135     1.57786      1.5769 0.000114838
         136     1.57762      1.5769 0.000114115
         137     1.57769     1.57691 0.000113426
         138     1.57762     1.57692  0.00011272
         139     1.57754     1.57692 0.000111998
         140     1.57741     1.57692 0.000111253
         141     1.57726     1.57693 0.000110491
         142     1.57784     1.57693 0.000109901
         143      1.5772     1.57693 0.000109148
         144      1.5778     1.57694 0.000108556
         145     1.57786     1.57695 0.000107991
         146     1.57732     1.57695 0.000107282
         147     1.57838     1.57696 0.000106994
         148     1.57699     1.57696 0.000106271
         149     1.57775     1.57696 0.000105691
         150     1.57771     1.57697 0.000105103
         151     1.57742     1.57697 0.000104449
         152     1.57789     1.57698 0.000103938
         153     1.57763     1.57698 0.000103347
         154     1.57774     1.57699 0.000102792
         155     1.57757     1.57699 0.000102197
         156     1.57766       1.577 0.000101633
         157     1.57769       1.577 0.000101083
         158     1.57731       1.577 0.000100462
         159     1.57763     1.57701 9.99069e-05
         160     1.57754     1.57701 9.93376e-05
         161     1.57738     1.57701  9.8748e-05
         162     1.57748     1.57701   9.818e-05
         163     1.57768     1.57702 9.76633e-05
         164     1.57751     1.57702 9.71134e-05
         165     1.57789     1.57703 9.66664e-05
         166     1.57804     1.57703 9.62765e-05
         167     1.57745     1.57704 9.57326e-05
         168     1.57779     1.57704 9.52681e-05
         169     1.57791     1.57704 9.48449e-05
         170     1.57716     1.57705 9.42894e-05
         171      1.5784     1.57705 9.40722e-05
         172     1.57717     1.57705 9.35276e-05
         173       1.578     1.57706 9.31473e-05
         174     1.57726     1.57706 9.26194e-05
         175     1.57715     1.57706 9.20915e-05
         176     1.57753     1.57706 9.16066e-05
         177     1.57763     1.57707 9.11457e-05
         178     1.57729     1.57707 9.06425e-05
         179     1.57767     1.57707  9.0198e-05
         180     1.57735     1.57707 8.97105e-05
         181     1.57782     1.57708 8.93095e-05
         182     1.57754     1.57708 8.88557e-05
         183     1.57738     1.57708 8.83848e-05
         184      1.5773     1.57708 8.79122e-05
         185     1.57776     1.57709 8.75136e-05
         186     1.57733     1.57709 8.70532e-05
         187     1.57736     1.57709 8.65995e-05
         188     1.57766     1.57709 8.61921e-05
         189     1.57748     1.57709   8.576e-05
         190     1.57772      1.5771 8.53728e-05
         191     1.57813      1.5771 8.50983e-05
         192     1.57709      1.5771 8.46551e-05
         193     1.57782     1.57711  8.4298e-05
         194     1.57738     1.57711  8.3875e-05
         195     1.57762     1.57711  8.3486e-05
         196     1.57756     1.57711 8.30917e-05
         197     1.57712     1.57711 8.26699e-05
         198       1.578     1.57712 8.23744e-05
         199     1.57767     1.57712  8.2008e-05
         200     1.57774     1.57712 8.16559e-05
         201     1.57768     1.57713 8.12966e-05
         202     1.57784     1.57713 8.09711e-05
         203     1.57752     1.57713 8.05956e-05
         204     1.57755     1.57713 8.02261e-05
         205     1.57808     1.57714 7.99681e-05
         206     1.57727     1.57714 7.95825e-05
         207     1.57769     1.57714 7.92421e-05
         208     1.57766     1.57714 7.88999e-05
         209     1.57802     1.57715 7.86338e-05
         210     1.57764     1.57715 7.82937e-05
         211     1.57757     1.57715 7.79484e-05
         212     1.57804     1.57716 7.76928e-05
         213     1.57777     1.57716 7.73805e-05
         214     1.57734     1.57716 7.70237e-05
         215     1.57766     1.57716 7.67009e-05
         216     1.57776     1.57717 7.63949e-05
         217     1.57734     1.57717 7.60471e-05
         218      1.5779     1.57717 7.57732e-05
         219     1.57716     1.57717 7.54272e-05
         220     1.57756     1.57717 7.51057e-05
         221     1.57771     1.57717 7.48051e-05
         222     1.57737     1.57717 7.44731e-05
         223     1.57726     1.57718 7.41402e-05
         224     1.57691     1.57717 7.38187e-05
         225     1.57845     1.57718 7.37075e-05
         226     1.57709     1.57718 7.33826e-05
         227     1.57744     1.57718 7.30681e-05
         228     1.57789     1.57718 7.28137e-05
         229     1.57801     1.57719 7.25842e-05
         230     1.57823     1.57719 7.24091e-05
         231     1.57774     1.57719 7.21348e-05
         232     1.57754      1.5772 7.18392e-05
         233     1.57825      1.5772 7.16746e-05
         234     1.57709      1.5772 7.13698e-05
         235     1.57764      1.5772 7.10906e-05
         236     1.57782      1.5772 7.08376e-05
         237     1.57728      1.5772 7.05395e-05
         238     1.57754     1.57721 7.02569e-05
         239     1.57789     1.57721 7.00208e-05
         240     1.57754     1.57721 6.97423e-05
         241     1.57786     1.57721 6.95044e-05
         242     1.57783     1.57722 6.92634e-05
         243     1.57759     1.57722 6.89959e-05
         244     1.57777     1.57722   6.875e-05
         245     1.57725     1.57722 6.84695e-05
         246     1.57778     1.57722 6.82292e-05
         247     1.57761     1.57722 6.79709e-05
         248     1.57726     1.57722  6.7697e-05
         249     1.57769     1.57723 6.74506e-05
         250     1.57773     1.57723 6.72106e-05
         251      1.5775     1.57723 6.69514e-05
         252     1.57749     1.57723 6.66935e-05
         253     1.57778     1.57723 6.64659e-05
         254      1.5779     1.57723 6.62559e-05
         255     1.57742     1.57723 6.60002e-05
         256      1.5779     1.57724 6.57943e-05
         257     1.57758     1.57724 6.55515e-05
         258     1.57793     1.57724 6.53529e-05
         259     1.57768     1.57724  6.5123e-05
         260     1.57804     1.57725 6.49438e-05
         261      1.5771     1.57725 6.46973e-05
         262     1.57769     1.57725 6.44724e-05
         263     1.57821     1.57725 6.43306e-05
         264     1.57703     1.57725 6.40924e-05
         265     1.57813     1.57725 6.39367e-05
         266     1.57776     1.57726 6.37252e-05
         267     1.57813     1.57726   6.357e-05
         268     1.57742     1.57726 6.33358e-05
         269     1.57759     1.57726 6.31126e-05
         270     1.57774     1.57726 6.29043e-05
         271     1.57761     1.57726 6.26854e-05
         272      1.5773     1.57726 6.24551e-05
         273     1.57725     1.57726 6.22263e-05
         274     1.57755     1.57726 6.20081e-05
         275     1.57701     1.57726 6.17898e-05
         276     1.57804     1.57727 6.16298e-05
         277     1.57671     1.57726 6.14398e-05
         278     1.57835     1.57727 6.13423e-05
         279     1.57721     1.57727 6.11228e-05
         280     1.57733     1.57727 6.09049e-05
         281     1.57817     1.57727 6.07718e-05
         282     1.57778     1.57727 6.05834e-05
         283     1.57718     1.57727 6.03703e-05
         284     1.57773     1.57727 6.01795e-05
         285     1.57715     1.57727   5.997e-05
         286     1.57803     1.57728 5.98183e-05
         287     1.57746     1.57728 5.96132e-05
         288     1.57742     1.57728 5.94082e-05
         289     1.57808     1.57728  5.9267e-05
         290     1.57718     1.57728 5.90635e-05
         291     1.57728     1.57728 5.88606e-05
         292     1.57745     1.57728 5.86618e-05
         293     1.57758     1.57728 5.84706e-05
         294     1.57762     1.57728  5.8283e-05
         295     1.57837     1.57729 5.82021e-05
         296     1.57727     1.57729 5.80055e-05
         297     1.57707     1.57729 5.78147e-05
         298     1.57828     1.57729 5.77173e-05
         299     1.57694     1.57729 5.75358e-05
         300     1.57778     1.57729 5.73672e-05
         301     1.57768     1.57729 5.71915e-05
         302     1.57753     1.57729 5.70078e-05
         303     1.57759     1.57729 5.68283e-05
         304      1.5783      1.5773 5.67386e-05
         305     1.57733      1.5773 5.65527e-05
         306     1.57769      1.5773 5.63827e-05
         307     1.57786      1.5773 5.62284e-05
         308     1.57795      1.5773 5.60858e-05
         309     1.57736      1.5773 5.59046e-05
         310     1.57816      1.5773 5.57936e-05
         311     1.57767     1.57731 5.56265e-05
         312     1.57754     1.57731 5.54533e-05
         313     1.57772     1.57731 5.52916e-05
         314     1.57819     1.57731 5.51865e-05
         315     1.57743     1.57731 5.50125e-05
         316     1.57808     1.57731 5.48927e-05
         317     1.57781     1.57732 5.47421e-05
         318      1.5779     1.57732 5.46005e-05
         319     1.57733     1.57732 5.44294e-05
         320     1.57768     1.57732 5.42713e-05
         321     1.57765     1.57732  5.4112e-05
         322     1.57745     1.57732 5.39456e-05
         323     1.57793     1.57732 5.38115e-05
         324     1.57799     1.57732 5.36854e-05
         325     1.57818     1.57733  5.3585e-05
         326     1.57761     1.57733 5.34276e-05
         327      1.5783     1.57733 5.33467e-05
         328     1.57768     1.57733 5.31949e-05
         329     1.57786     1.57733 5.30578e-05
         330     1.57778     1.57733 5.29141e-05
         331     1.57743     1.57733  5.2755e-05
         332      1.5779     1.57734 5.26235e-05
         333     1.57742     1.57734 5.24661e-05
         334     1.57732     1.57734  5.2309e-05
         335     1.57782     1.57734 5.21732e-05
         336      1.5777     1.57734 5.20292e-05
         337     1.57779     1.57734 5.18922e-05
         338     1.57797     1.57734 5.17721e-05
         339     1.57796     1.57734 5.16513e-05
         340     1.57725     1.57734 5.15001e-05
         341     1.57784     1.57734   5.137e-05
         342      1.5778     1.57735 5.12373e-05
         343     1.57752     1.57735 5.10903e-05
         344     1.57784     1.57735 5.09621e-05
         345     1.57777     1.57735 5.08289e-05
         346     1.57747     1.57735 5.06832e-05
         347     1.57747     1.57735 5.05384e-05
         348      1.5774     1.57735 5.03934e-05
         349     1.57811     1.57735 5.02966e-05
         350     1.57692     1.57735 5.01684e-05
         351     1.57803     1.57735 5.00624e-05
         352     1.57759     1.57735 4.99247e-05
         353     1.57767     1.57735 4.97912e-05
         354     1.57749     1.57736  4.9652e-05
         355     1.57847     1.57736  4.9612e-05
         356     1.57728     1.57736 4.94731e-05
         357     1.57792     1.57736 4.93593e-05
         358      1.5777     1.57736 4.92305e-05
         359     1.57757     1.57736 4.90969e-05
         360     1.57766     1.57736 4.89676e-05
         361     1.57774     1.57736 4.88429e-05
         362     1.57766     1.57736 4.87147e-05
         363     1.57781     1.57737 4.85957e-05
         364     1.57834     1.57737 4.85356e-05
         365     1.57717     1.57737 4.84058e-05
         366     1.57757     1.57737 4.82765e-05
         367     1.57779     1.57737 4.81587e-05
         368     1.57742     1.57737 4.80281e-05
         369     1.57766     1.57737 4.79045e-05
         370     1.57766     1.57737 4.77813e-05
         371     1.57719     1.57737 4.76549e-05
         372     1.57754     1.57737  4.7529e-05
         373     1.57763     1.57737 4.74065e-05
         374     1.57777     1.57737 4.72915e-05
         375     1.57778     1.57737 4.71777e-05
         376     1.57768     1.57737 4.70591e-05
         377     1.57774     1.57738 4.69442e-05
         378     1.57802     1.57738 4.68506e-05
         379     1.57664     1.57737 4.67673e-05
         380     1.57782     1.57738 4.66587e-05
         381     1.57694     1.57737   4.655e-05
         382     1.57772     1.57738 4.64368e-05
         383      1.5776     1.57738 4.63192e-05
         384     1.57764     1.57738 4.62038e-05
         385     1.57759     1.57738 4.60871e-05
         386     1.57781     1.57738  4.5981e-05
         387     1.57745     1.57738 4.58625e-05
         388     1.57766     1.57738 4.57502e-05
         389     1.57754     1.57738 4.56344e-05
         390     1.57728     1.57738 4.55181e-05
         391     1.57765     1.57738  4.5407e-05
         392     1.57758     1.57738 4.52941e-05
         393     1.57789     1.57738 4.51976e-05
         394     1.57727     1.57738 4.50838e-05
         395     1.57736     1.57738 4.49697e-05
         396     1.57732     1.57738 4.48565e-05
         397      1.5777     1.57738 4.47505e-05
         398     1.57737     1.57738 4.46381e-05
         399     1.57711     1.57738 4.45316e-05
         400     1.57803     1.57738 4.44493e-05
