# VELOCITY:     AVE_POFV:        ERROR:
   0.0268328  0.00224297  0.00224297           0
   0.0804984    0.014148    0.014148           0
    0.134164   0.0433066   0.0433066           0
     0.18783   0.0867857   0.0867857           0
    0.241495    0.112321    0.112321           0
    0.295161    0.134923    0.134923           0
    0.348827    0.242241    0.242241           0
    0.402492     0.32316     0.32316           0
    0.456158    0.345245    0.345245           0
    0.509823    0.427717    0.427717           0
    0.563489     0.52451     0.52451           0
    0.617155    0.592834    0.592834           0
     0.67082    0.565401    0.565401           0
    0.724486    0.603704    0.603704           0
    0.778152    0.660468    0.660468           0
    0.831817    0.688419    0.688419           0
    0.885483    0.700497    0.700497           0
    0.939149    0.714127    0.714127           0
    0.992814    0.733451    0.733451           0
     1.04648    0.750877    0.750877           0
     1.10015    0.706708    0.706708           0
     1.15381    0.720166    0.720166           0
     1.20748    0.676169    0.676169           0
     1.26114     0.66875     0.66875           0
     1.31481    0.654257    0.654257           0
     1.36847    0.671511    0.671511           0
     1.42214    0.637866    0.637866           0
      1.4758    0.587831    0.587831           0
     1.52947    0.502253    0.502253           0
     1.58314    0.500872    0.500872           0
      1.6368    0.520024    0.520024           0
     1.69047    0.492763    0.492763           0
     1.74413    0.420816    0.420816           0
      1.7978    0.329371    0.329371           0
     1.85146    0.337481    0.337481           0
     1.90513    0.268294    0.268294           0
      1.9588    0.206526    0.206526           0
     2.01246    0.207733    0.207733           0
     2.06613    0.176332    0.176332           0
     2.11979    0.141652    0.141652           0
     2.17346    0.141307    0.141307           0
     2.22712    0.126987    0.126987           0
     2.28079     0.11974     0.11974           0
     2.33445   0.0897188   0.0897188           0
     2.38812   0.0733278   0.0733278           0
     2.44179   0.0716025   0.0716025           0
     2.49545   0.0659088   0.0659088           0
     2.54912   0.0452045   0.0452045           0
     2.60278   0.0450319   0.0450319           0
     2.65645   0.0358875   0.0358875           0
     2.71011    0.021567    0.021567           0
     2.76378   0.0201867   0.0201867           0
     2.81745   0.0153557   0.0153557           0
     2.87111   0.0120775   0.0120775           0
     2.92478   0.0122501   0.0122501           0
     2.97844   0.0112148   0.0112148           0
     3.03211  0.00517608  0.00517608           0
     3.08577  0.00672891  0.00672891           0
     3.13944   0.0081092   0.0081092           0
     3.19311  0.00672891  0.00672891           0
     3.24677  0.00379579  0.00379579           0
     3.30044  0.00224297  0.00224297           0
      3.3541           0           0           0
     3.40777           0           0           0
     3.46143           0           0           0
      3.5151           0           0           0
     3.56876           0           0           0
     3.62243           0           0           0
      3.6761           0           0           0
     3.72976           0           0           0
     3.78343           0           0           0
     3.83709           0           0           0
     3.89076           0           0           0
     3.94442           0           0           0
     3.99809           0           0           0
     4.05176           0           0           0
     4.10542           0           0           0
     4.15909           0           0           0
     4.21275           0           0           0
     4.26642           0           0           0
     4.32008           0           0           0
     4.37375           0           0           0
     4.42741           0           0           0
     4.48108           0           0           0
     4.53475           0           0           0
     4.58841           0           0           0
     4.64208           0           0           0
     4.69574           0           0           0
     4.74941           0           0           0
     4.80307           0           0           0
     4.85674           0           0           0
     4.91041           0           0           0
     4.96407           0           0           0
     5.01774           0           0           0
      5.0714           0           0           0
     5.12507           0           0           0
     5.17873           0           0           0
      5.2324           0           0           0
     5.28606           0           0           0
     5.33973           0           0           0
   0.0268328 0.000862681  0.00155282 0.000488006
   0.0804984   0.0296762   0.0219121  0.00549007
    0.134164   0.0422713    0.042789 0.000366004
     0.18783   0.0776412   0.0822135  0.00323304
    0.241495    0.111631    0.111976 0.000244003
    0.295161    0.176677      0.1558   0.0147622
    0.348827    0.203938    0.223089   0.0135422
    0.402492    0.223434    0.273297   0.0352584
    0.456158    0.320917    0.333081   0.0086011
    0.509823    0.432548    0.430133  0.00170802
    0.563489    0.464122    0.494316   0.0213503
    0.617155    0.536415    0.564624   0.0199472
     0.67082    0.673408    0.619405   0.0381865
    0.724486     0.65512    0.629412   0.0181782
    0.778152    0.729483    0.694975   0.0244003
    0.831817    0.765715    0.727067   0.0273283
    0.885483    0.849223     0.77486   0.0525826
    0.939149    0.781071    0.747599   0.0236683
    0.992814    0.692732    0.713092   0.0143962
     1.04648    0.769684     0.76028  0.00664908
     1.10015    0.770201    0.738455   0.0224483
     1.15381    0.705673    0.712919  0.00512406
     1.20748    0.738627    0.707398   0.0220823
     1.26114    0.732416    0.700583   0.0225093
     1.31481    0.719303     0.68678   0.0229973
     1.36847    0.673236    0.672373 0.000610007
     1.42214     0.61975    0.628808  0.00640508
      1.4758    0.560225    0.574028  0.00976012
     1.52947    0.537968     0.52011   0.0126272
     1.58314    0.501562    0.501217 0.000244003
      1.6368    0.458774    0.489399   0.0216553
     1.69047    0.425302    0.459032   0.0238513
     1.74413    0.352836    0.386826   0.0240343
      1.7978    0.279508     0.30444   0.0176292
     1.85146    0.293484    0.315482   0.0155552
     1.90513    0.293829    0.281061  0.00902811
      1.9588     0.18099    0.193758  0.00902811
     2.01246    0.181335    0.194534  0.00933311
