#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        1309    -5.59807    -5.54697  0.00181361
        1310    -5.59823    -5.54701  0.00181265
        1311    -5.59544    -5.54705  0.00181164
        1312    -5.59095    -5.54708  0.00181057
        1313    -5.58305    -5.54711   0.0018094
        1314    -5.57347    -5.54713  0.00180813
        1315    -5.56192    -5.54714  0.00180679
        1316    -5.54843    -5.54714  0.00180542
        1317    -5.53325    -5.54713  0.00180408
        1318    -5.51927    -5.54711  0.00180283
        1319    -5.51323    -5.54709  0.00180165
        1320    -5.51644    -5.54706  0.00180043
        1321    -5.52578    -5.54705  0.00179914
        1322    -5.54038    -5.54704  0.00179779
        1323    -5.55746    -5.54705  0.00179645
        1324    -5.57133    -5.54707  0.00179519
        1325    -5.58054    -5.54709  0.00179401
        1326    -5.58597    -5.54712  0.00179289
        1327    -5.58738    -5.54715   0.0017918
        1328    -5.58476    -5.54718  0.00179067
        1329     -5.5834    -5.54721  0.00178953
        1330    -5.58919    -5.54724  0.00178847
        1331    -5.59747    -5.54728  0.00178752
        1332    -5.60804    -5.54732  0.00178676
        1333    -5.61453    -5.54737  0.00178613
        1334     -5.6197    -5.54743  0.00178562
        1335    -5.62199    -5.54748  0.00178515
        1336    -5.62341    -5.54754  0.00178472
        1337    -5.62482     -5.5476  0.00178432
        1338    -5.62764    -5.54766  0.00178399
        1339    -5.63131    -5.54772  0.00178375
        1340    -5.63345    -5.54778  0.00178357
        1341    -5.63136    -5.54785  0.00178333
        1342    -5.62328     -5.5479  0.00178288
        1343    -5.61242    -5.54795   0.0017822
        1344    -5.60015    -5.54799   0.0017813
        1345    -5.58608    -5.54802   0.0017802
        1346    -5.57258    -5.54804  0.00177897
        1347    -5.55586    -5.54804  0.00177766
        1348    -5.53829    -5.54804  0.00177636
        1349     -5.5196    -5.54801  0.00177516
        1350    -5.49812    -5.54798  0.00177423
        1351    -5.48025    -5.54793  0.00177363
        1352     -5.4722    -5.54787   0.0017732
        1353    -5.47678    -5.54782  0.00177267
        1354    -5.49376    -5.54778  0.00177181
        1355    -5.52147    -5.54776  0.00177061
        1356     -5.5525    -5.54776  0.00176931
        1357    -5.57789    -5.54779  0.00176814
        1358    -5.58484    -5.54781  0.00176705
        1359    -5.57418    -5.54783  0.00176586
        1360    -5.55116    -5.54783  0.00176456
        1361    -5.52852    -5.54782  0.00176332
        1362    -5.51781     -5.5478  0.00176216
        1363    -5.52064    -5.54778  0.00176098
        1364     -5.5325    -5.54777  0.00175973
        1365    -5.54675    -5.54777  0.00175844
        1366    -5.56439    -5.54778  0.00175719
        1367    -5.58071     -5.5478  0.00175607
        1368    -5.58988    -5.54783  0.00175506
        1369    -5.59433    -5.54787   0.0017541
        1370    -5.59307     -5.5479  0.00175313
        1371    -5.58638    -5.54793  0.00175208
        1372    -5.57541    -5.54795  0.00175092
        1373       -5.57    -5.54796  0.00174972
        1374    -5.58176    -5.54799  0.00174862
        1375    -5.60823    -5.54803  0.00174789
        1376    -5.63767     -5.5481  0.00174784
        1377    -5.66053    -5.54818  0.00174847
        1378    -5.67166    -5.54827   0.0017495
        1379    -5.67058    -5.54836  0.00175048
        1380    -5.65614    -5.54844  0.00175095
        1381    -5.63143     -5.5485  0.00175071
        1382    -5.60111    -5.54853  0.00174986
        1383    -5.56926    -5.54855  0.00174866
        1384    -5.54484    -5.54855   0.0017474
        1385    -5.52867    -5.54853  0.00174619
        1386    -5.51876    -5.54851  0.00174507
        1387    -5.51127    -5.54848  0.00174402
        1388    -5.50334    -5.54845  0.00174306
        1389    -5.49454    -5.54841  0.00174224
        1390    -5.48738    -5.54837  0.00174154
        1391    -5.48605    -5.54832  0.00174086
        1392    -5.49528    -5.54829  0.00174003
        1393     -5.5123    -5.54826  0.00173897
        1394     -5.5329    -5.54825  0.00173776
        1395    -5.54546    -5.54825  0.00173652
        1396    -5.54921    -5.54825  0.00173527
        1397    -5.54231    -5.54824  0.00173403
        1398    -5.52941    -5.54823  0.00173285
        1399    -5.51299     -5.5482  0.00173179
        1400     -5.4951    -5.54817  0.00173097
        1401    -5.47952    -5.54812  0.00173043
        1402    -5.46858    -5.54806  0.00173012
        1403    -5.47114    -5.54801  0.00172976
        1404    -5.48714    -5.54796  0.00172907
        1405    -5.51002    -5.54794  0.00172805
        1406    -5.53104    -5.54792  0.00172686
        1407    -5.54295    -5.54792  0.00172564
        1408    -5.54936    -5.54792  0.00172441
        1409    -5.55762    -5.54793   0.0017232
        1410    -5.56694    -5.54794  0.00172203
        1411     -5.5731    -5.54796  0.00172091
        1412    -5.57195    -5.54798  0.00171977
        1413    -5.56276    -5.54799  0.00171858
        1414    -5.54965    -5.54799  0.00171737
        1415    -5.53631    -5.54798  0.00171618
        1416    -5.52412    -5.54796  0.00171505
        1417    -5.51311    -5.54794  0.00171401
        1418    -5.50092    -5.54791  0.00171312
        1419    -5.48604    -5.54786  0.00171247
        1420    -5.46764     -5.5478   0.0017122
        1421    -5.45471    -5.54774  0.00171225
        1422    -5.45552    -5.54767  0.00171227
        1423    -5.47007    -5.54762  0.00171193
        1424    -5.49388    -5.54758  0.00171115
        1425     -5.5206    -5.54756  0.00171005
        1426     -5.5449    -5.54756  0.00170885
        1427    -5.56054    -5.54757  0.00170768
        1428    -5.56293    -5.54758  0.00170652
        1429    -5.54938    -5.54758  0.00170532
        1430    -5.52498    -5.54757  0.00170421
        1431    -5.49597    -5.54753   0.0017034
        1432    -5.47058    -5.54748  0.00170305
        1433    -5.45776    -5.54741  0.00170302
        1434    -5.46293    -5.54736  0.00170285
        1435     -5.4804    -5.54731   0.0017023
        1436    -5.50813    -5.54728  0.00170133
        1437    -5.54003    -5.54728  0.00170016
        1438    -5.56858    -5.54729  0.00169904
        1439    -5.59048    -5.54732  0.00169812
        1440    -5.59823    -5.54736  0.00169731
        1441    -5.59261    -5.54739  0.00169642
        1442    -5.57306    -5.54741  0.00169534
        1443    -5.54702    -5.54741  0.00169417
        1444    -5.52044    -5.54739   0.0016931
        1445    -5.49686    -5.54735  0.00169229
        1446    -5.47993    -5.54731  0.00169176
        1447    -5.47268    -5.54725  0.00169137
        1448    -5.47711    -5.54721   0.0016909
        1449    -5.49405    -5.54717  0.00169013
        1450    -5.51731    -5.54715  0.00168909
        1451    -5.53723    -5.54714  0.00168794
        1452     -5.5493    -5.54714  0.00168678
        1453    -5.54879    -5.54714  0.00168562
        1454    -5.53898    -5.54714  0.00168447
        1455    -5.52274    -5.54712  0.00168339
        1456    -5.50644    -5.54709  0.00168247
        1457    -5.49819    -5.54706  0.00168165
        1458     -5.5007    -5.54703   0.0016808
        1459    -5.51077      -5.547  0.00167983
        1460    -5.51707    -5.54698   0.0016788
        1461    -5.51238    -5.54696  0.00167782
        1462    -5.49579    -5.54692  0.00167704
        1463    -5.47838    -5.54688  0.00167655
        1464    -5.46989    -5.54682  0.00167623
        1465    -5.47596    -5.54678  0.00167578
        1466    -5.48922    -5.54674   0.0016751
        1467    -5.50075    -5.54671  0.00167425
        1468    -5.50785    -5.54668  0.00167332
        1469    -5.50958    -5.54665  0.00167237
        1470    -5.50865    -5.54663  0.00167143
        1471    -5.50769     -5.5466   0.0016705
        1472    -5.51121    -5.54658  0.00166954
        1473    -5.52189    -5.54656  0.00166849
        1474    -5.53265    -5.54655  0.00166739
        1475      -5.535    -5.54654  0.00166627
        1476    -5.53053    -5.54653  0.00166518
        1477     -5.5204    -5.54652  0.00166415
        1478    -5.51099    -5.54649  0.00166319
        1479    -5.50808    -5.54646  0.00166227
        1480    -5.51408    -5.54644  0.00166129
        1481    -5.52389    -5.54643  0.00166024
        1482    -5.53752    -5.54642  0.00165913
        1483    -5.55523    -5.54643  0.00165802
        1484    -5.57462    -5.54645  0.00165702
        1485    -5.59364    -5.54648  0.00165621
        1486    -5.61247    -5.54652  0.00165569
        1487    -5.62213    -5.54657  0.00165535
        1488    -5.62121    -5.54662    0.001655
        1489    -5.60429    -5.54666  0.00165434
        1490    -5.57406    -5.54668  0.00165333
        1491    -5.53526    -5.54667  0.00165224
        1492    -5.50375    -5.54664  0.00165139
        1493    -5.49353    -5.54661  0.00165066
        1494    -5.50278    -5.54658  0.00164982
        1495    -5.52736    -5.54657  0.00164876
        1496    -5.55239    -5.54657  0.00164767
        1497    -5.57072    -5.54659  0.00164665
        1498    -5.57867    -5.54661  0.00164569
        1499      -5.578    -5.54663  0.00164472
        1500    -5.57063    -5.54665   0.0016437
        1501     -5.5583    -5.54665  0.00164263
        1502    -5.54419    -5.54665  0.00164153
        1503    -5.53607    -5.54664  0.00164046
        1504     -5.5416    -5.54664  0.00163937
        1505     -5.5558    -5.54665  0.00163829
        1506    -5.56831    -5.54666  0.00163727
        1507    -5.57444    -5.54668  0.00163628
        1508    -5.57705     -5.5467  0.00163532
        1509     -5.5721    -5.54672  0.00163433
        1510    -5.56222    -5.54673  0.00163327
        1511    -5.54785    -5.54673  0.00163219
        1512    -5.53005    -5.54672  0.00163115
        1513    -5.51187    -5.54669  0.00163024
        1514    -5.49529    -5.54666  0.00162951
        1515    -5.47764    -5.54661  0.00162907
        1516    -5.46616    -5.54656  0.00162886
        1517    -5.46278    -5.54651  0.00162873
        1518    -5.47253    -5.54646  0.00162838
        1519    -5.49399    -5.54642  0.00162768
        1520     -5.5172     -5.5464  0.00162672
        1521      -5.535     -5.5464  0.00162567
        1522    -5.53972    -5.54639   0.0016246
        1523    -5.53358    -5.54638  0.00162356
        1524    -5.51862    -5.54637   0.0016226
        1525    -5.50549    -5.54634  0.00162175
        1526    -5.49867    -5.54631  0.00162099
        1527     -5.4958    -5.54627  0.00162027
        1528    -5.49486    -5.54624  0.00161956
        1529    -5.49354    -5.54621  0.00161886
        1530    -5.49566    -5.54617  0.00161814
        1531    -5.50519    -5.54615  0.00161731
        1532    -5.52252    -5.54613  0.00161633
        1533    -5.54538    -5.54613  0.00161527
        1534    -5.56701    -5.54614  0.00161428
        1535    -5.57935    -5.54617  0.00161337
        1536    -5.57649    -5.54619  0.00161244
        1537      -5.557    -5.54619  0.00161141
        1538    -5.53413    -5.54618  0.00161038
        1539    -5.51772    -5.54617  0.00160944
        1540    -5.51215    -5.54614  0.00160854
        1541    -5.51262    -5.54612  0.00160765
        1542    -5.51858     -5.5461   0.0016067
        1543    -5.52878    -5.54609   0.0016057
        1544    -5.53903    -5.54609  0.00160467
        1545      -5.545    -5.54609  0.00160363
        1546    -5.54346    -5.54609  0.00160259
        1547     -5.5355    -5.54608  0.00160157
        1548    -5.52304    -5.54606  0.00160061
        1549    -5.51488    -5.54604   0.0015997
        1550    -5.51673    -5.54603  0.00159878
        1551    -5.52514    -5.54601  0.00159781
        1552    -5.53812    -5.54601  0.00159678
        1553    -5.55366    -5.54601  0.00159576
        1554     -5.5682    -5.54603   0.0015948
        1555    -5.58005    -5.54605  0.00159392
        1556    -5.58644    -5.54607  0.00159311
        1557    -5.58298     -5.5461  0.00159226
        1558    -5.57317    -5.54611  0.00159134
        1559    -5.55847    -5.54612  0.00159034
        1560    -5.54329    -5.54612  0.00158932
        1561    -5.53228    -5.54611  0.00158832
        1562    -5.52359     -5.5461  0.00158737
        1563    -5.51475    -5.54608  0.00158648
        1564    -5.50087    -5.54605  0.00158573
        1565    -5.48846    -5.54601  0.00158515
        1566    -5.48657    -5.54597  0.00158459
        1567    -5.49921    -5.54594  0.00158386
        1568    -5.52482    -5.54593  0.00158291
        1569    -5.55674    -5.54594  0.00158191
        1570    -5.58569    -5.54596  0.00158111
        1571    -5.60658      -5.546  0.00158057
        1572    -5.61592    -5.54605  0.00158019
        1573    -5.61258    -5.54609  0.00157975
        1574    -5.59613    -5.54612  0.00157907
        1575    -5.57046    -5.54614  0.00157814
        1576    -5.54475    -5.54613  0.00157714
        1577    -5.52861    -5.54612  0.00157618
        1578    -5.52811    -5.54611  0.00157522
        1579    -5.53186     -5.5461  0.00157425
        1580    -5.52862    -5.54609  0.00157329
        1581    -5.51082    -5.54607  0.00157246
        1582    -5.48482    -5.54603  0.00157194
        1583    -5.45796    -5.54598  0.00157193
        1584    -5.43755    -5.54591  0.00157243
        1585    -5.42882    -5.54583  0.00157317
        1586    -5.43133    -5.54576  0.00157383
        1587    -5.44242     -5.5457  0.00157419
        1588    -5.45785    -5.54564  0.00157417
        1589    -5.47591     -5.5456  0.00157379
        1590     -5.4935    -5.54556  0.00157314
        1591    -5.51082    -5.54554   0.0015723
        1592     -5.5245    -5.54553  0.00157137
        1593     -5.5353    -5.54552   0.0015704
        1594    -5.54253    -5.54552  0.00156941
        1595    -5.55098    -5.54552  0.00156843
        1596    -5.55666    -5.54553  0.00156747
        1597    -5.56192    -5.54554  0.00156652
        1598    -5.56736    -5.54555   0.0015656
        1599    -5.57193    -5.54557  0.00156471
        1600    -5.57616    -5.54559  0.00156385
        1601    -5.57856    -5.54561    0.001563
        1602    -5.57861    -5.54563  0.00156216
        1603    -5.57298    -5.54565  0.00156128
        1604    -5.56366    -5.54566  0.00156035
        1605    -5.55159    -5.54566  0.00155938
        1606    -5.53746    -5.54566  0.00155842
        1607    -5.52575    -5.54565   0.0015575
        1608    -5.51683    -5.54563  0.00155663
        1609    -5.50701     -5.5456  0.00155585
        1610    -5.49741    -5.54557  0.00155517
        1611    -5.48962    -5.54554  0.00155459
        1612    -5.48661     -5.5455  0.00155406
        1613    -5.49039    -5.54547  0.00155347
        1614    -5.50168    -5.54544  0.00155275
        1615    -5.52106    -5.54543  0.00155186
        1616    -5.54575    -5.54543   0.0015509
        1617    -5.56774    -5.54544     0.00155
        1618    -5.57676    -5.54546  0.00154916
        1619    -5.56556    -5.54547  0.00154826
        1620    -5.53904    -5.54547  0.00154731
        1621    -5.50129    -5.54544  0.00154659
        1622    -5.46164    -5.54539   0.0015465
        1623    -5.42999    -5.54532  0.00154718
        1624    -5.41417    -5.54524  0.00154833
        1625    -5.41958    -5.54516  0.00154931
        1626    -5.44316     -5.5451  0.00154963
        1627    -5.47391    -5.54505  0.00154929
        1628    -5.49563    -5.54502  0.00154864
        1629    -5.50249      -5.545  0.00154791
        1630    -5.49563    -5.54497  0.00154725
        1631    -5.48589    -5.54493  0.00154673
        1632    -5.48268    -5.54489  0.00154625
        1633    -5.48546    -5.54486  0.00154573
        1634    -5.49667    -5.54483  0.00154507
        1635    -5.51268    -5.54481  0.00154425
        1636    -5.53447     -5.5448  0.00154332
        1637    -5.55822    -5.54481   0.0015424
        1638    -5.57754    -5.54483  0.00154159
        1639    -5.58909    -5.54486  0.00154088
        1640    -5.59381    -5.54489  0.00154023
        1641    -5.59146    -5.54491  0.00153955
        1642    -5.57734    -5.54493  0.00153874
        1643    -5.55529    -5.54494  0.00153782
        1644     -5.5347    -5.54493   0.0015369
        1645     -5.5231    -5.54492  0.00153602
        1646    -5.52398    -5.54491  0.00153514
        1647    -5.53199     -5.5449  0.00153423
        1648    -5.54231     -5.5449   0.0015333
        1649    -5.54874     -5.5449  0.00153237
        1650    -5.54955     -5.5449  0.00153144
        1651    -5.54421     -5.5449  0.00153052
        1652    -5.53687     -5.5449   0.0015296
        1653    -5.53153    -5.54489  0.00152869
        1654     -5.5289    -5.54488   0.0015278
        1655     -5.5243    -5.54487  0.00152693
        1656    -5.51483    -5.54485  0.00152611
        1657    -5.50227    -5.54482  0.00152541
        1658    -5.49039    -5.54479  0.00152484
        1659    -5.48481    -5.54476  0.00152435
        1660    -5.48663    -5.54472  0.00152383
        1661    -5.49725    -5.54469  0.00152318
        1662    -5.51971    -5.54468  0.00152234
        1663     -5.5485    -5.54468  0.00152143
        1664    -5.57798     -5.5447  0.00152065
        1665    -5.60007    -5.54473   0.0015201
        1666    -5.61205    -5.54477  0.00151972
        1667    -5.61636    -5.54482  0.00151942
        1668    -5.61543    -5.54486  0.00151909
        1669    -5.61437     -5.5449  0.00151875
        1670    -5.61158    -5.54494  0.00151837
        1671     -5.6026    -5.54497  0.00151785
        1672    -5.58184      -5.545  0.00151711
        1673    -5.55113      -5.545   0.0015162
        1674    -5.51837    -5.54498  0.00151538
        1675    -5.49737    -5.54496  0.00151474
        1676    -5.49707    -5.54493  0.00151411
        1677    -5.50798     -5.5449  0.00151337
        1678    -5.52456    -5.54489  0.00151251
        1679     -5.5439    -5.54489  0.00151161
        1680    -5.56037     -5.5449  0.00151074
        1681     -5.5712    -5.54492  0.00150992
        1682    -5.57641    -5.54494  0.00150914
        1683    -5.57785    -5.54496  0.00150837
        1684    -5.57246    -5.54497  0.00150756
        1685    -5.56033    -5.54498   0.0015067
        1686    -5.54032    -5.54498  0.00150581
        1687    -5.51718    -5.54496    0.001505
        1688    -5.50376    -5.54494  0.00150431
        1689    -5.50341    -5.54491  0.00150362
        1690    -5.51496    -5.54489  0.00150283
        1691    -5.53601    -5.54489  0.00150195
        1692    -5.55841     -5.5449  0.00150109
        1693    -5.57558    -5.54492  0.00150031
        1694    -5.58914    -5.54494  0.00149965
        1695    -5.59883    -5.54497   0.0014991
        1696    -5.60527    -5.54501  0.00149864
        1697    -5.60519    -5.54504  0.00149818
        1698    -5.59572    -5.54507  0.00149759
        1699    -5.57804    -5.54509  0.00149684
        1700    -5.55665     -5.5451  0.00149597
        1701    -5.53557    -5.54509   0.0014951
        1702    -5.52122    -5.54508  0.00149429
        1703    -5.51713    -5.54506   0.0014935
        1704    -5.52418    -5.54505  0.00149268
        1705    -5.53385    -5.54505  0.00149182
        1706    -5.54303    -5.54504  0.00149094
        1707    -5.54323    -5.54504  0.00149007
        1708    -5.53366    -5.54504  0.00148921
        1709    -5.51861    -5.54502  0.00148842
        1710    -5.50499      -5.545  0.00148773
        1711    -5.49646    -5.54497  0.00148714
        1712    -5.49249    -5.54494  0.00148658
        1713    -5.49755    -5.54491  0.00148597
        1714    -5.50645    -5.54489  0.00148527
        1715    -5.51752    -5.54487  0.00148449
        1716    -5.52717    -5.54486  0.00148367
        1717    -5.53535    -5.54486  0.00148281
        1718    -5.54281    -5.54486  0.00148195
        1719    -5.55113    -5.54486  0.00148109
        1720     -5.5615    -5.54487  0.00148026
        1721    -5.57054    -5.54488  0.00147948
        1722    -5.57515     -5.5449  0.00147872
        1723    -5.57048    -5.54492  0.00147794
        1724    -5.56018    -5.54493  0.00147711
        1725    -5.54826    -5.54493  0.00147625
        1726    -5.54106    -5.54492   0.0014754
        1727    -5.53843    -5.54492  0.00147455
        1728     -5.5398    -5.54492   0.0014737
        1729    -5.54515    -5.54492  0.00147285
        1730    -5.55176    -5.54492    0.001472
        1731    -5.56098    -5.54493  0.00147118
        1732    -5.56945    -5.54495   0.0014704
        1733    -5.57734    -5.54496  0.00146967
        1734     -5.5782    -5.54498  0.00146895
        1735    -5.57422      -5.545   0.0014682
        1736    -5.56141    -5.54501  0.00146738
        1737    -5.54373    -5.54501  0.00146654
        1738    -5.52804      -5.545  0.00146572
        1739    -5.52011    -5.54498  0.00146495
        1740    -5.52392    -5.54497  0.00146416
        1741    -5.53811    -5.54497  0.00146332
        1742    -5.55196    -5.54497  0.00146249
        1743    -5.55758    -5.54498  0.00146167
        1744    -5.55671    -5.54499  0.00146085
        1745     -5.5512    -5.54499  0.00146001
        1746    -5.54784    -5.54499  0.00145918
        1747    -5.54779    -5.54499  0.00145834
        1748    -5.54754      -5.545  0.00145751
        1749    -5.54515      -5.545  0.00145668
        1750    -5.53679    -5.54499  0.00145585
        1751    -5.52093    -5.54498  0.00145509
        1752    -5.49756    -5.54495  0.00145451
        1753    -5.46914    -5.54491  0.00145432
        1754    -5.44806    -5.54485  0.00145454
        1755    -5.43876    -5.54479  0.00145496
        1756    -5.44875    -5.54474  0.00145516
        1757    -5.47407     -5.5447  0.00145489
        1758     -5.5005    -5.54467  0.00145428
        1759    -5.52636    -5.54466  0.00145349
        1760    -5.54704    -5.54466  0.00145267
        1761    -5.56328    -5.54467  0.00145188
        1762    -5.57341    -5.54469  0.00145115
        1763    -5.57554    -5.54471  0.00145043
        1764    -5.57052    -5.54472  0.00144968
        1765    -5.56092    -5.54473  0.00144889
        1766    -5.55496    -5.54474  0.00144808
        1767    -5.55349    -5.54474  0.00144727
        1768    -5.55262    -5.54475  0.00144646
        1769    -5.55171    -5.54475  0.00144565
        1770     -5.5512    -5.54475  0.00144483
        1771     -5.5499    -5.54476  0.00144402
        1772    -5.54892    -5.54476  0.00144321
        1773    -5.54816    -5.54476  0.00144239
        1774    -5.54364    -5.54476  0.00144158
        1775    -5.52848    -5.54475   0.0014408
        1776    -5.50436    -5.54473  0.00144017
        1777    -5.48128    -5.54469   0.0014398
        1778    -5.47338    -5.54465  0.00143955
        1779    -5.49109    -5.54462  0.00143905
        1780    -5.52316    -5.54461   0.0014383
        1781    -5.54892    -5.54461  0.00143749
        1782    -5.56037    -5.54462  0.00143671
        1783    -5.55805    -5.54463  0.00143592
        1784    -5.55071    -5.54463  0.00143512
        1785    -5.54814    -5.54463  0.00143432
        1786    -5.55569    -5.54464  0.00143353
        1787    -5.56941    -5.54465   0.0014328
        1788     -5.5834    -5.54468  0.00143216
        1789     -5.5956     -5.5447  0.00143164
        1790    -5.60621    -5.54474  0.00143125
        1791    -5.62011    -5.54478  0.00143107
        1792    -5.63868    -5.54483  0.00143123
        1793    -5.65864     -5.5449  0.00143184
        1794    -5.67362    -5.54497  0.00143284
        1795    -5.68147    -5.54504  0.00143406
        1796      -5.681    -5.54512  0.00143526
        1797    -5.67094    -5.54519  0.00143617
        1798    -5.65708    -5.54525  0.00143671
        1799    -5.64181    -5.54531  0.00143692
        1800     -5.6272    -5.54535  0.00143684
        1801    -5.61104    -5.54539   0.0014365
        1802    -5.59278    -5.54541  0.00143595
        1803    -5.57307    -5.54543  0.00143523
        1804    -5.55625    -5.54544  0.00143445
        1805    -5.54341    -5.54543  0.00143366
        1806     -5.5328    -5.54543  0.00143288
        1807     -5.5254    -5.54542  0.00143213
        1808    -5.52236     -5.5454  0.00143139
        1809    -5.52588    -5.54539  0.00143064
        1810    -5.53398    -5.54539  0.00142987
        1811    -5.54324    -5.54538  0.00142908
        1812    -5.55005    -5.54539  0.00142829
        1813    -5.55474    -5.54539  0.00142751
        1814    -5.56187     -5.5454  0.00142675
        1815    -5.57154    -5.54542  0.00142604
        1816    -5.57668    -5.54543  0.00142536
        1817    -5.56828    -5.54545  0.00142463
        1818    -5.54443    -5.54545  0.00142385
        1819    -5.51504    -5.54543  0.00142316
        1820    -5.49711     -5.5454  0.00142263
        1821    -5.50302    -5.54538  0.00142204
        1822    -5.52228    -5.54537  0.00142131
        1823    -5.54294    -5.54536  0.00142053
        1824    -5.55642    -5.54537  0.00141977
        1825    -5.56326    -5.54538  0.00141902
        1826    -5.56576    -5.54539  0.00141829
        1827    -5.56082     -5.5454  0.00141754
        1828    -5.54688     -5.5454  0.00141677
        1829    -5.52411    -5.54539  0.00141604
        1830    -5.49519    -5.54536  0.00141553
        1831    -5.46396    -5.54532  0.00141546
        1832    -5.44523    -5.54526  0.00141574
        1833    -5.44376    -5.54521  0.00141605
        1834    -5.46391    -5.54516  0.00141597
        1835    -5.49076    -5.54513  0.00141551
        1836    -5.51404    -5.54512  0.00141484
        1837    -5.52868    -5.54511   0.0014141
        1838    -5.53184     -5.5451  0.00141334
        1839    -5.52767    -5.54509  0.00141261
        1840    -5.52608    -5.54508  0.00141188
        1841    -5.52786    -5.54507  0.00141114
        1842    -5.53027    -5.54506   0.0014104
        1843    -5.52832    -5.54505  0.00140966
        1844    -5.52596    -5.54504  0.00140894
        1845    -5.52354    -5.54503  0.00140822
        1846    -5.52252    -5.54502  0.00140751
        1847    -5.52075    -5.54501  0.00140681
        1848    -5.51871    -5.54499  0.00140612
        1849    -5.51635    -5.54498  0.00140545
        1850    -5.51352    -5.54496  0.00140479
        1851     -5.5128    -5.54494  0.00140414
        1852    -5.51467    -5.54493  0.00140347
        1853    -5.51871    -5.54491  0.00140279
        1854    -5.51979     -5.5449   0.0014021
        1855    -5.52031    -5.54489   0.0014014
        1856    -5.52035    -5.54487  0.00140071
        1857    -5.52116    -5.54486  0.00140001
        1858      -5.524    -5.54485  0.00139931
        1859    -5.52803    -5.54484  0.00139858
        1860     -5.5324    -5.54483  0.00139785
        1861    -5.54051    -5.54483   0.0013971
        1862    -5.54898    -5.54483  0.00139635
        1863    -5.55704    -5.54484  0.00139561
        1864    -5.55817    -5.54485  0.00139488
        1865    -5.54925    -5.54485  0.00139414
        1866    -5.53576    -5.54484   0.0013934
        1867    -5.51931    -5.54483  0.00139272
        1868     -5.5084    -5.54481  0.00139211
        1869    -5.50499    -5.54479  0.00139153
        1870     -5.5086    -5.54477  0.00139092
        1871    -5.51439    -5.54475  0.00139027
        1872    -5.51685    -5.54474  0.00138961
        1873    -5.52022    -5.54473  0.00138893
        1874    -5.52804    -5.54472  0.00138822
        1875    -5.53604    -5.54471  0.00138748
        1876    -5.53979    -5.54471  0.00138675
        1877    -5.53713    -5.54471  0.00138601
        1878    -5.53416     -5.5447  0.00138529
        1879    -5.53519    -5.54469  0.00138456
        1880    -5.54027    -5.54469  0.00138382
        1881    -5.54695    -5.54469  0.00138309
        1882    -5.54884     -5.5447  0.00138236
        1883    -5.54176    -5.54469  0.00138162
        1884    -5.52191    -5.54468  0.00138094
        1885    -5.49023    -5.54465  0.00138051
        1886    -5.45163     -5.5446  0.00138066
        1887    -5.41408    -5.54453  0.00138166
        1888    -5.39075    -5.54445  0.00138333
        1889    -5.39625    -5.54437  0.00138482
        1890    -5.43256    -5.54432  0.00138535
        1891    -5.48682    -5.54429  0.00138495
        1892    -5.53928    -5.54428  0.00138422
        1893    -5.58296     -5.5443  0.00138364
        1894    -5.61121    -5.54434  0.00138336
        1895    -5.62854    -5.54438  0.00138334
        1896    -5.63542    -5.54443  0.00138345
        1897    -5.63462    -5.54448  0.00138353
        1898      -5.626    -5.54452  0.00138347
        1899    -5.61422    -5.54456  0.00138323
        1900    -5.59888    -5.54459   0.0013828
        1901    -5.58172    -5.54461  0.00138221
        1902    -5.56589    -5.54462  0.00138153
        1903    -5.55141    -5.54462  0.00138081
        1904    -5.54074    -5.54462  0.00138008
        1905    -5.53547    -5.54461  0.00137937
        1906    -5.53789    -5.54461  0.00137865
        1907    -5.54521    -5.54461  0.00137792
        1908    -5.55367    -5.54462  0.00137721
        1909     -5.5621    -5.54462  0.00137652
        1910    -5.56437    -5.54463  0.00137584
        1911    -5.56272    -5.54464  0.00137515
        1912     -5.5586    -5.54465  0.00137445
        1913    -5.55606    -5.54466  0.00137374
        1914    -5.55881    -5.54467  0.00137305
        1915    -5.56676    -5.54468  0.00137238
        1916    -5.57596    -5.54469  0.00137176
        1917      -5.583    -5.54471  0.00137119
        1918    -5.58942    -5.54474  0.00137067
        1919    -5.60243    -5.54477  0.00137029
        1920     -5.6161     -5.5448  0.00137008
        1921     -5.6251    -5.54485     0.00137
        1922    -5.62958    -5.54489     0.00137
        1923    -5.63011    -5.54493     0.00137
        1924    -5.62911    -5.54498  0.00136999
        1925    -5.62489    -5.54502  0.00136991
        1926     -5.6187    -5.54506  0.00136973
        1927    -5.61204    -5.54509  0.00136946
        1928    -5.60414    -5.54512  0.00136909
        1929    -5.59452    -5.54515  0.00136862
        1930    -5.58174    -5.54517  0.00136804
        1931    -5.56704    -5.54518  0.00136738
        1932    -5.55549    -5.54518  0.00136668
        1933    -5.54889    -5.54519  0.00136598
        1934    -5.55122    -5.54519  0.00136528
        1935    -5.56253     -5.5452   0.0013646
        1936      -5.583    -5.54522  0.00136403
        1937    -5.60394    -5.54525  0.00136367
        1938    -5.61726    -5.54528  0.00136347
        1939    -5.61837    -5.54532  0.00136329
        1940    -5.60954    -5.54536  0.00136299
        1941    -5.59366    -5.54538  0.00136251
        1942    -5.57926     -5.5454  0.00136192
        1943     -5.5676    -5.54541  0.00136127
        1944    -5.55916    -5.54542  0.00136059
