#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        2666   -0.582337    -1.99572   0.0260319
        2667   -0.640971    -1.99521   0.0260271
        2668   -0.688842    -1.99472    0.026022
        2669   -0.740757    -1.99425   0.0260165
        2670    -0.73244    -1.99378    0.026011
        2671   -0.717641     -1.9933   0.0260057
        2672   -0.741466    -1.99283   0.0260001
        2673   -0.717033    -1.99236   0.0259948
        2674   -0.712559    -1.99188   0.0259895
        2675   -0.744859    -1.99141   0.0259839
        2676    -0.74189    -1.99095   0.0259784
        2677   -0.740051    -1.99048   0.0259729
        2678   -0.646579    -1.98998   0.0259681
        2679   -0.770244    -1.98952   0.0259624
        2680   -0.751377    -1.98906   0.0259568
        2681   -0.661293    -1.98856   0.0259518
        2682   -0.750438     -1.9881   0.0259463
        2683   -0.739292    -1.98764   0.0259408
        2684   -0.774683    -1.98718    0.025935
        2685   -0.820871    -1.98675    0.025929
        2686   -0.769898     -1.9863   0.0259233
        2687    -0.72628    -1.98583   0.0259179
        2688   -0.716632    -1.98536   0.0259126
        2689   -0.665203    -1.98487   0.0259076
        2690   -0.620769    -1.98436   0.0259029
        2691     -0.5719    -1.98383   0.0258986
        2692   -0.532085    -1.98329   0.0258946
        2693   -0.546704    -1.98276   0.0258905
        2694   -0.491182    -1.98221   0.0258868
        2695    -0.40848    -1.98162   0.0258838
        2696   -0.516589    -1.98108   0.0258799
        2697   -0.457481    -1.98051   0.0258764
        2698   -0.420567    -1.97994   0.0258733
        2699     -0.4583    -1.97937   0.0258699
        2700   -0.398731    -1.97879   0.0258669
        2701   -0.451199    -1.97822   0.0258635
        2702    -0.48029    -1.97767   0.0258599
        2703   -0.512154    -1.97713    0.025856
        2704   -0.475021    -1.97657   0.0258524
        2705   -0.490013    -1.97602   0.0258487
        2706   -0.461698    -1.97546   0.0258452
        2707   -0.403305    -1.97488   0.0258422
        2708   -0.264187    -1.97425   0.0258403
        2709   -0.280841    -1.97362   0.0258384
        2710    -0.16003    -1.97295   0.0258375
        2711   -0.198111     -1.9723   0.0258363
        2712  -0.0111435    -1.97158   0.0258369
        2713    0.017779    -1.97084   0.0258377
        2714    0.116187    -1.97007   0.0258397
        2715 -0.00519731    -1.96935   0.0258403
        2716  -0.0718265    -1.96865   0.0258402
        2717  -0.0159924    -1.96793   0.0258407
        2718  -0.0330364    -1.96722    0.025841
        2719   -0.101455    -1.96653   0.0258406
        2720     -0.1764    -1.96588   0.0258395
        2721   -0.147055    -1.96521   0.0258386
        2722   -0.259478    -1.96458   0.0258367
        2723   -0.330764    -1.96398   0.0258342
        2724   -0.242613    -1.96335   0.0258324
        2725   -0.268982    -1.96273   0.0258304
        2726   -0.279235    -1.96211   0.0258283
        2727   -0.302754     -1.9615    0.025826
        2728   -0.393044    -1.96093    0.025823
        2729    -0.41378    -1.96036   0.0258197
        2730   -0.494092    -1.95982   0.0258159
        2731   -0.515848    -1.95929   0.0258118
        2732   -0.499069    -1.95876   0.0258079
        2733   -0.520932    -1.95823   0.0258038
        2734   -0.514945    -1.95771   0.0257998
        2735   -0.458661    -1.95716   0.0257962
        2736   -0.453764    -1.95661   0.0257926
        2737   -0.483906    -1.95607   0.0257888
        2738   -0.526043    -1.95555   0.0257847
        2739   -0.446454      -1.955   0.0257811
        2740   -0.449539    -1.95445   0.0257776
        2741   -0.489919    -1.95391   0.0257737
        2742   -0.541093     -1.9534   0.0257695
        2743   -0.531875    -1.95288   0.0257653
        2744   -0.535175    -1.95236   0.0257611
        2745   -0.540798    -1.95185   0.0257568
        2746   -0.526765    -1.95133   0.0257527
        2747   -0.595216    -1.95084    0.025748
        2748   -0.667675    -1.95037   0.0257429
        2749   -0.721488    -1.94992   0.0257374
        2750   -0.734187    -1.94948   0.0257318
        2751   -0.743408    -1.94904   0.0257262
        2752   -0.737622     -1.9486   0.0257206
        2753   -0.762667    -1.94817   0.0257149
        2754    -0.82308    -1.94776   0.0257088
        2755   -0.853177    -1.94736   0.0257025
        2756   -0.901294    -1.94698    0.025696
        2757    -0.86284    -1.94659   0.0256897
        2758   -0.910272    -1.94622   0.0256831
        2759   -0.900536    -1.94584   0.0256766
        2760   -0.951219    -1.94548   0.0256698
        2761   -0.991004    -1.94513   0.0256629
        2762    -1.00449    -1.94479   0.0256558
        2763   -0.966193    -1.94444    0.025649
        2764   -0.965407    -1.94408   0.0256422
        2765   -0.857304    -1.94369   0.0256359
        2766   -0.876887     -1.9433   0.0256295
        2767   -0.886609    -1.94292   0.0256231
        2768   -0.816537    -1.94251   0.0256171
        2769   -0.794322     -1.9421   0.0256112
        2770    -0.88188    -1.94172   0.0256048
        2771   -0.844905    -1.94132   0.0255986
        2772   -0.799932    -1.94091   0.0255927
        2773   -0.756948    -1.94048    0.025587
        2774   -0.729004    -1.94005   0.0255815
        2775   -0.730885    -1.93961    0.025576
        2776   -0.751152    -1.93918   0.0255704
        2777   -0.745389    -1.93875   0.0255648
        2778   -0.724623    -1.93831   0.0255593
        2779   -0.723247    -1.93788   0.0255539
        2780   -0.657065    -1.93742   0.0255489
        2781   -0.732803    -1.93698   0.0255433
        2782   -0.654833    -1.93652   0.0255383
        2783   -0.645012    -1.93606   0.0255334
        2784   -0.683799    -1.93561   0.0255281
        2785   -0.739131    -1.93518   0.0255226
        2786   -0.737451    -1.93475    0.025517
        2787   -0.710653    -1.93431   0.0255117
        2788   -0.679576    -1.93386   0.0255065
        2789   -0.707056    -1.93342   0.0255011
        2790   -0.796246    -1.93301   0.0254953
        2791   -0.692316    -1.93257     0.02549
        2792   -0.618618     -1.9321   0.0254852
        2793   -0.532512     -1.9316    0.025481
        2794   -0.480346    -1.93108   0.0254772
        2795   -0.542837    -1.93058   0.0254729
        2796   -0.521473    -1.93008   0.0254688
        2797   -0.658222    -1.92962   0.0254637
        2798   -0.611016    -1.92915    0.025459
        2799   -0.651996    -1.92869    0.025454
        2800   -0.663892    -1.92824   0.0254489
        2801   -0.712536    -1.92781   0.0254435
        2802   -0.710442    -1.92737   0.0254382
        2803   -0.588844     -1.9269   0.0254336
        2804   -0.576966    -1.92641    0.025429
        2805   -0.571065    -1.92593   0.0254246
        2806   -0.573414    -1.92545   0.0254201
        2807    -0.67762    -1.92501   0.0254149
        2808   -0.660457    -1.92455   0.0254098
        2809   -0.630206    -1.92409    0.025405
        2810   -0.741125    -1.92367   0.0253994
        2811   -0.651102    -1.92322   0.0253944
        2812   -0.750952     -1.9228   0.0253888
        2813   -0.932724    -1.92245   0.0253822
        2814    -0.93163     -1.9221   0.0253757
        2815   -0.982301    -1.92177   0.0253688
        2816   -0.912328    -1.92141   0.0253624
        2817   -0.942459    -1.92106   0.0253557
        2818    -0.92386    -1.92071   0.0253492
        2819    -1.01335    -1.92038   0.0253423
        2820    -1.01824    -1.92006   0.0253353
        2821     -1.0553    -1.91976   0.0253282
        2822     -1.0678    -1.91946    0.025321
        2823    -1.08998    -1.91916   0.0253137
        2824    -1.06739    -1.91886   0.0253066
        2825   -0.994163    -1.91853   0.0252997
        2826    -1.05353    -1.91823   0.0252926
        2827    -1.03022    -1.91791   0.0252856
        2828    -1.04976    -1.91761   0.0252785
        2829   -0.971768    -1.91727   0.0252718
        2830   -0.986619    -1.91694    0.025265
        2831   -0.989508    -1.91661   0.0252582
        2832   -0.981956    -1.91628   0.0252515
        2833     -1.0155    -1.91597   0.0252445
        2834   -0.937824    -1.91562    0.025238
        2835   -0.988516    -1.91529   0.0252312
        2836    -0.95117    -1.91495   0.0252246
        2837   -0.891129    -1.91459   0.0252183
        2838   -0.825927    -1.91421   0.0252123
        2839   -0.843827    -1.91383   0.0252063
        2840    -0.86741    -1.91346   0.0252001
        2841    -1.00543    -1.91314   0.0251932
        2842   -0.994643    -1.91282   0.0251865
        2843    -1.02553    -1.91251   0.0251795
        2844   -0.979298    -1.91218   0.0251728
        2845   -0.993032    -1.91186    0.025166
        2846    -1.00793    -1.91154   0.0251592
        2847    -1.01779    -1.91123   0.0251523
        2848    -1.08288    -1.91094   0.0251452
        2849    -1.04321    -1.91063   0.0251382
        2850    -1.06031    -1.91033   0.0251311
        2851    -1.01108    -1.91002   0.0251243
        2852   -0.970479    -1.90969   0.0251177
        2853   -0.972152    -1.90936    0.025111
        2854   -0.981928    -1.90903   0.0251043
        2855    -1.07979    -1.90874   0.0250972
        2856    -1.14096    -1.90848   0.0250898
        2857    -1.20907    -1.90823   0.0250823
        2858    -1.14919    -1.90796   0.0250749
        2859    -1.10198    -1.90768   0.0250677
        2860    -1.06068    -1.90739   0.0250607
        2861   -0.979239    -1.90706    0.025054
        2862    -1.01312    -1.90675   0.0250472
        2863   -0.901019     -1.9064   0.0250409
        2864   -0.803664    -1.90601   0.0250351
        2865   -0.765453    -1.90562   0.0250296
        2866   -0.828286    -1.90524   0.0250237
        2867   -0.741848    -1.90483   0.0250182
        2868   -0.784899    -1.90444   0.0250125
        2869   -0.766934    -1.90405    0.025007
        2870   -0.739827    -1.90364   0.0250015
        2871     -0.8239    -1.90327   0.0249957
        2872   -0.802488    -1.90288   0.0249899
        2873   -0.890678    -1.90253   0.0249837
        2874    -0.92436    -1.90219   0.0249773
        2875   -0.895188    -1.90184   0.0249711
        2876   -0.902236    -1.90149   0.0249648
        2877   -0.903188    -1.90114   0.0249586
        2878   -0.871075    -1.90079   0.0249524
        2879   -0.864023    -1.90043   0.0249464
        2880   -0.823221    -1.90005   0.0249405
        2881   -0.802877    -1.89967   0.0249348
        2882   -0.843037    -1.89931   0.0249288
        2883   -0.913018    -1.89896   0.0249225
        2884   -0.856111     -1.8986   0.0249165
        2885   -0.785276    -1.89822   0.0249108
        2886   -0.774765    -1.89783   0.0249053
        2887   -0.747461    -1.89743   0.0248998
        2888   -0.825394    -1.89706    0.024894
        2889   -0.771197    -1.89667   0.0248884
        2890   -0.800244    -1.89629   0.0248827
        2891   -0.837185    -1.89592   0.0248768
        2892   -0.810829    -1.89555    0.024871
        2893   -0.718106    -1.89514   0.0248657
        2894   -0.646216    -1.89471   0.0248609
        2895   -0.646237    -1.89428    0.024856
        2896   -0.618657    -1.89384   0.0248514
        2897    -0.51717    -1.89336   0.0248473
        2898   -0.514809    -1.89288   0.0248433
        2899   -0.457578    -1.89239   0.0248397
        2900   -0.418365    -1.89188   0.0248363
        2901   -0.402495    -1.89137    0.024833
        2902   -0.583637    -1.89092   0.0248286
        2903   -0.615046    -1.89048   0.0248239
        2904   -0.668464    -1.89006   0.0248189
        2905   -0.678987    -1.88964   0.0248139
        2906   -0.723334    -1.88924   0.0248086
        2907   -0.606212     -1.8888    0.024804
        2908   -0.694359    -1.88839   0.0247988
        2909   -0.713579    -1.88798   0.0247936
        2910   -0.674225    -1.88757   0.0247886
        2911   -0.723151    -1.88717   0.0247833
        2912   -0.654389    -1.88674   0.0247784
        2913   -0.587974     -1.8863   0.0247739
        2914   -0.599361    -1.88585   0.0247694
        2915   -0.622696    -1.88542   0.0247646
        2916   -0.612601    -1.88498     0.02476
        2917   -0.450927    -1.88449   0.0247564
        2918   -0.362007    -1.88397   0.0247534
        2919   -0.463806    -1.88349   0.0247497
        2920   -0.502994    -1.88301   0.0247457
        2921   -0.487205    -1.88253   0.0247419
        2922   -0.500136    -1.88206   0.0247379
        2923   -0.448578    -1.88157   0.0247343
        2924   -0.494305     -1.8811   0.0247304
        2925   -0.473903    -1.88062   0.0247267
        2926   -0.473392    -1.88013   0.0247229
        2927   -0.553044    -1.87968   0.0247186
        2928   -0.605587    -1.87925    0.024714
        2929   -0.510133    -1.87878     0.02471
        2930   -0.451499    -1.87829   0.0247063
        2931   -0.470136    -1.87781   0.0247026
        2932   -0.490752    -1.87734   0.0246987
        2933   -0.509804    -1.87687   0.0246947
        2934   -0.408672    -1.87637   0.0246913
        2935   -0.458549    -1.87589   0.0246876
        2936   -0.393777    -1.87538   0.0246844
        2937   -0.418809    -1.87489    0.024681
        2938   -0.401694    -1.87439   0.0246776
        2939   -0.269907    -1.87384   0.0246753
        2940   -0.285685     -1.8733   0.0246728
        2941    -0.22759    -1.87274   0.0246708
        2942   -0.250615    -1.87219   0.0246685
        2943   -0.364964    -1.87168   0.0246655
        2944   -0.165476     -1.8711   0.0246639
        2945   -0.206224    -1.87053    0.024662
        2946   -0.302279       -1.87   0.0246594
        2947   -0.277888    -1.86946   0.0246569
        2948   -0.319797    -1.86893   0.0246542
        2949   -0.279227    -1.86839   0.0246517
        2950    -0.29604    -1.86786   0.0246491
        2951   -0.280908    -1.86732   0.0246466
        2952   -0.253904    -1.86678   0.0246443
        2953   -0.134479    -1.86619    0.024643
        2954  -0.0840797    -1.86559    0.024642
        2955  -0.0414504    -1.86497   0.0246414
        2956   0.0428319    -1.86432   0.0246415
        2957  -0.0393607    -1.86371   0.0246409
        2958    -0.10305    -1.86311   0.0246398
        2959   -0.215445    -1.86256   0.0246377
        2960   -0.227108      -1.862   0.0246356
        2961   -0.209983    -1.86144   0.0246336
        2962   -0.248054     -1.8609   0.0246313
        2963   -0.309736    -1.86038   0.0246285
        2964   -0.336292    -1.85986   0.0246256
        2965   -0.405481    -1.85937   0.0246222
        2966   -0.402979    -1.85888   0.0246188
        2967   -0.354135    -1.85837   0.0246157
        2968    -0.27123    -1.85784   0.0246132
        2969   -0.194666    -1.85728   0.0246113
        2970   -0.227651    -1.85673   0.0246091
        2971   -0.200013    -1.85617   0.0246072
        2972   -0.134472    -1.85559   0.0246057
        2973  -0.0336581    -1.85498   0.0246051
        2974   0.0540435    -1.85434   0.0246052
        2975   0.0971729    -1.85368   0.0246056
        2976   0.0642063    -1.85304   0.0246058
        2977   0.0289668    -1.85241   0.0246056
        2978   0.0237953    -1.85178   0.0246055
        2979   0.0325574    -1.85114   0.0246053
        2980   0.0554148     -1.8505   0.0246054
        2981   0.0152283    -1.84988   0.0246051
        2982   0.0488129    -1.84924   0.0246051
        2983    0.130445    -1.84858   0.0246058
        2984   0.0372778    -1.84795   0.0246056
        2985   0.0711227     -1.8473   0.0246058
        2986   0.0641992    -1.84666   0.0246059
        2987  -0.0923558    -1.84607   0.0246047
        2988   -0.133699     -1.8455   0.0246031
        2989   -0.290312    -1.84498   0.0246004
        2990   -0.295597    -1.84446   0.0245976
        2991   -0.263871    -1.84393    0.024595
        2992   -0.163777    -1.84337   0.0245932
        2993   -0.130708     -1.8428   0.0245917
        2994   -0.164659    -1.84224   0.0245898
        2995   -0.229665     -1.8417   0.0245875
        2996   -0.217958    -1.84116   0.0245853
        2997   -0.218683    -1.84062    0.024583
        2998   -0.124397    -1.84005   0.0245815
        2999   -0.130132    -1.83948   0.0245799
        3000   -0.102606     -1.8389   0.0245786
        3001   -0.110869    -1.83832   0.0245771
        3002    0.100428    -1.83768   0.0245774
        3003    0.177311      -1.837   0.0245784
        3004    0.185019    -1.83633   0.0245794
        3005    0.150052    -1.83567   0.0245801
        3006    0.122809    -1.83502   0.0245806
        3007    0.200301    -1.83434   0.0245817
        3008    0.179135    -1.83367   0.0245827
        3009    0.302885    -1.83296   0.0245847
        3010    0.334389    -1.83224   0.0245871
        3011    0.310964    -1.83153   0.0245892
        3012    0.345126    -1.83081   0.0245917
        3013    0.282954    -1.83011   0.0245935
        3014    0.369461    -1.82938   0.0245962
        3015    0.416245    -1.82863   0.0245993
        3016    0.438654    -1.82788   0.0246027
        3017    0.282585    -1.82718   0.0246044
        3018    0.361656    -1.82646    0.024607
        3019    0.327327    -1.82574   0.0246092
        3020    0.350053    -1.82502   0.0246116
        3021     0.26116    -1.82433   0.0246131
        3022     0.26452    -1.82364   0.0246147
        3023    0.321022    -1.82293   0.0246167
        3024    0.216433    -1.82226   0.0246178
        3025    0.262163    -1.82157   0.0246193
        3026      0.2195    -1.82089   0.0246204
        3027   0.0205471    -1.82028   0.0246198
        3028  -0.0256143    -1.81969   0.0246188
        3029   -0.029438     -1.8191   0.0246178
        3030    0.201996    -1.81843   0.0246187
        3031    0.124623    -1.81779   0.0246189
        3032    0.106942    -1.81716    0.024619
        3033    0.121889    -1.81652   0.0246192
        3034   0.0782598    -1.81589    0.024619
        3035 -0.00661136     -1.8153   0.0246181
        3036   0.0502911    -1.81468   0.0246176
        3037   0.0215601    -1.81408    0.024617
        3038  -0.0545672     -1.8135   0.0246157
        3039 -0.00969759    -1.81291   0.0246147
        3040   0.0107351    -1.81231   0.0246139
        3041 -0.00323809    -1.81171    0.024613
        3042  -0.0211293    -1.81112    0.024612
        3043  -0.0878498    -1.81056   0.0246104
        3044 -0.00800559    -1.80996   0.0246094
        3045   0.0188203    -1.80936   0.0246087
        3046  -0.0581282    -1.80879   0.0246073
        3047    -0.12554    -1.80824   0.0246054
        3048  -0.0266307    -1.80765   0.0246043
        3049 -0.00941905    -1.80706   0.0246033
        3050  -0.0711184    -1.80649   0.0246018
        3051   -0.222359    -1.80597   0.0245992
        3052   -0.179964    -1.80544   0.0245969
        3053   -0.166597     -1.8049   0.0245947
        3054   -0.154011    -1.80436   0.0245926
        3055   -0.220734    -1.80384     0.02459
        3056   -0.237772    -1.80333   0.0245873
        3057   -0.200284    -1.80281   0.0245849
        3058  -0.0269545    -1.80223   0.0245837
        3059   0.0920383    -1.80161   0.0245835
        3060   0.0820063    -1.80099   0.0245831
        3061    0.199497    -1.80034   0.0245838
        3062    0.141332     -1.7997   0.0245839
        3063   0.0892491    -1.79909   0.0245837
        3064  -0.0504938    -1.79852   0.0245823
        3065  -0.0625678    -1.79795   0.0245808
        3066    0.104974    -1.79733   0.0245806
        3067    0.044656    -1.79673   0.0245799
        3068    0.176807    -1.79609   0.0245803
        3069   0.0554282    -1.79548   0.0245797
        3070   0.0208915    -1.79489   0.0245788
        3071  -0.0671414    -1.79433   0.0245772
        3072   0.0175888    -1.79374   0.0245763
        3073   0.0767176    -1.79313   0.0245759
        3074   0.0650288    -1.79253   0.0245753
        3075  -0.0204463    -1.79195   0.0245741
        3076  -0.0100931    -1.79137   0.0245729
        3077   -0.070568    -1.79081   0.0245713
        3078   0.0251311    -1.79022   0.0245704
        3079   0.0704621    -1.78962   0.0245698
        3080    0.100903      -1.789   0.0245695
        3081     0.15046    -1.78837   0.0245696
        3082   0.0159768    -1.78779   0.0245686
        3083  0.00865388    -1.78721   0.0245675
        3084  -0.0952225    -1.78666   0.0245657
        3085   -0.141287    -1.78612   0.0245635
        3086   -0.136978    -1.78559   0.0245614
        3087   -0.231178    -1.78509   0.0245586
        3088   -0.113631    -1.78454   0.0245566
        3089 -0.00212491    -1.78397   0.0245554
        3090  -0.0154251    -1.78339   0.0245541
        3091  -0.0717354    -1.78284   0.0245524
        3092  -0.0880288    -1.78229   0.0245506
        3093  -0.0883814    -1.78175   0.0245488
        3094   -0.133307    -1.78121   0.0245466
        3095   -0.234722    -1.78071   0.0245438
        3096    -0.25556    -1.78022   0.0245408
        3097   -0.195751    -1.77971   0.0245382
        3098   -0.303465    -1.77923   0.0245349
        3099   -0.269784    -1.77875   0.0245318
        3100   -0.312338    -1.77827   0.0245285
        3101   -0.310019     -1.7778   0.0245251
        3102   -0.332134    -1.77733   0.0245217
        3103   -0.223698    -1.77683   0.0245189
        3104   -0.327239    -1.77636   0.0245154
        3105   -0.367798    -1.77591   0.0245117
        3106   -0.421413    -1.77548   0.0245077
        3107   -0.356611    -1.77502   0.0245041
        3108   -0.307432    -1.77455   0.0245007
        3109   -0.234308    -1.77405   0.0244979
        3110   -0.336212    -1.77359   0.0244944
        3111   -0.253384     -1.7731   0.0244914
        3112   -0.360069    -1.77265   0.0244877
        3113   -0.385537     -1.7722   0.0244839
        3114   -0.478645    -1.77178   0.0244795
        3115   -0.495625    -1.77138   0.0244751
        3116   -0.503895    -1.77097   0.0244706
        3117   -0.417431    -1.77053   0.0244666
        3118   -0.456912    -1.77011   0.0244624
        3119   -0.527849    -1.76971   0.0244578
        3120   -0.525269    -1.76932   0.0244532
        3121   -0.523213    -1.76892   0.0244487
        3122   -0.601616    -1.76854   0.0244437
        3123    -0.59418    -1.76817   0.0244387
        3124   -0.517004    -1.76777   0.0244342
        3125   -0.564534    -1.76738   0.0244294
        3126   -0.477407    -1.76697   0.0244251
        3127    -0.49614    -1.76656   0.0244207
        3128    -0.48872    -1.76615   0.0244163
        3129   -0.422135    -1.76572   0.0244122
        3130   -0.514354    -1.76532   0.0244077
        3131   -0.562844    -1.76494   0.0244029
        3132   -0.561633    -1.76456   0.0243982
        3133   -0.481764    -1.76415   0.0243938
        3134   -0.547349    -1.76376   0.0243891
        3135   -0.472977    -1.76335   0.0243848
        3136   -0.483481    -1.76294   0.0243805
        3137   -0.586895    -1.76256   0.0243756
        3138   -0.603535    -1.76219   0.0243706
        3139   -0.609245    -1.76183   0.0243656
        3140   -0.649785    -1.76147   0.0243604
        3141   -0.596423     -1.7611   0.0243555
        3142   -0.561968    -1.76072   0.0243507
        3143    -0.56827    -1.76034   0.0243459
        3144   -0.479175    -1.75993   0.0243416
        3145   -0.513732    -1.75954   0.0243371
        3146   -0.617624    -1.75917   0.0243321
        3147   -0.617909    -1.75881    0.024327
        3148   -0.690385    -1.75847   0.0243217
        3149   -0.641914    -1.75812   0.0243165
        3150   -0.609575    -1.75775   0.0243115
        3151   -0.645825     -1.7574   0.0243064
        3152   -0.531552    -1.75701   0.0243018
        3153    -0.49138    -1.75661   0.0242974
        3154   -0.420658    -1.75619   0.0242934
        3155   -0.502139    -1.75579   0.0242889
        3156    -0.54794    -1.75541   0.0242843
        3157   -0.423038    -1.75498   0.0242802
        3158   -0.444133    -1.75457   0.0242761
        3159   -0.413559    -1.75414   0.0242721
        3160   -0.465919    -1.75374   0.0242679
        3161   -0.551629    -1.75336   0.0242632
        3162   -0.558429    -1.75298   0.0242584
        3163   -0.581809    -1.75261   0.0242536
        3164   -0.649583    -1.75226   0.0242484
        3165   -0.649533    -1.75191   0.0242433
        3166   -0.576692    -1.75154   0.0242385
        3167   -0.417255    -1.75112   0.0242345
        3168   -0.452223    -1.75071   0.0242303
        3169    -0.45134     -1.7503   0.0242261
        3170   -0.512151    -1.74991   0.0242216
        3171   -0.556467    -1.74953   0.0242169
        3172   -0.627599    -1.74918   0.0242118
        3173   -0.652935    -1.74883   0.0242067
        3174   -0.629692    -1.74848   0.0242016
        3175   -0.666877    -1.74814   0.0241964
        3176    -0.65372    -1.74779   0.0241912
        3177    -0.70367    -1.74747   0.0241858
        3178   -0.665725    -1.74713   0.0241806
        3179   -0.649276    -1.74678   0.0241755
        3180   -0.721307    -1.74646     0.02417
        3181   -0.639665    -1.74611   0.0241649
        3182    -0.63078    -1.74576   0.0241599
        3183   -0.651292    -1.74542   0.0241547
        3184   -0.784961    -1.74511    0.024149
        3185   -0.804323    -1.74482   0.0241433
        3186    -0.83504    -1.74453   0.0241374
        3187   -0.777878    -1.74423   0.0241317
        3188   -0.754964    -1.74392   0.0241261
        3189   -0.691032    -1.74359   0.0241208
        3190   -0.638131    -1.74324   0.0241158
        3191   -0.556301    -1.74287   0.0241111
        3192   -0.584161    -1.74251   0.0241063
        3193   -0.607103    -1.74215   0.0241013
        3194   -0.636359    -1.74181   0.0240963
        3195   -0.684609    -1.74147    0.024091
        3196   -0.700176    -1.74115   0.0240857
        3197   -0.674031    -1.74081   0.0240804
        3198   -0.713297    -1.74049   0.0240751
        3199   -0.650626    -1.74015   0.0240699
        3200   -0.608266     -1.7398    0.024065
        3201   -0.650441    -1.73946   0.0240599
        3202   -0.744271    -1.73915   0.0240544
        3203   -0.734474    -1.73883   0.0240489
        3204    -0.75882    -1.73853   0.0240434
        3205   -0.715058    -1.73821    0.024038
        3206   -0.634158    -1.73786    0.024033
        3207   -0.665161    -1.73753   0.0240278
        3208   -0.635427    -1.73719   0.0240228
        3209   -0.703948    -1.73686   0.0240174
        3210    -0.65195    -1.73653   0.0240123
        3211   -0.613254    -1.73618   0.0240074
        3212   -0.720992    -1.73586    0.024002
        3213   -0.769682    -1.73556   0.0239964
        3214   -0.772422    -1.73526   0.0239908
        3215   -0.802177    -1.73497   0.0239851
        3216   -0.860301     -1.7347   0.0239792
        3217   -0.828214    -1.73442   0.0239734
        3218   -0.726994     -1.7341    0.023968
        3219   -0.622328    -1.73376    0.023963
        3220   -0.545874    -1.73339   0.0239584
        3221   -0.673153    -1.73306   0.0239533
        3222   -0.627094    -1.73272   0.0239483
        3223   -0.717756     -1.7324   0.0239429
        3224   -0.575515    -1.73204   0.0239382
        3225   -0.594755    -1.73169   0.0239334
        3226   -0.554958    -1.73133   0.0239287
        3227   -0.502626    -1.73094   0.0239243
        3228   -0.502837    -1.73056   0.0239199
        3229    -0.55919     -1.7302   0.0239153
        3230   -0.467317    -1.72981   0.0239111
        3231   -0.471519    -1.72942   0.0239068
        3232   -0.446606    -1.72902   0.0239027
        3233   -0.432798    -1.72862   0.0238987
        3234   -0.330761    -1.72819   0.0238952
        3235   -0.354524    -1.72777   0.0238916
        3236   -0.326694    -1.72733   0.0238882
        3237   -0.206833    -1.72686   0.0238854
        3238   -0.229081     -1.7264   0.0238825
        3239   -0.279334    -1.72595   0.0238793
        3240   -0.314576    -1.72552   0.0238759
        3241   -0.298316    -1.72508   0.0238726
        3242   -0.270098    -1.72463   0.0238695
        3243   -0.165179    -1.72415   0.0238669
        3244   -0.123884    -1.72366   0.0238647
        3245    -0.10584    -1.72316   0.0238625
        3246  -0.0193528    -1.72263    0.023861
        3247  -0.0293544    -1.72211   0.0238593
        3248   -0.176714    -1.72163   0.0238567
        3249   -0.299349     -1.7212   0.0238534
        3250   -0.318672    -1.72077   0.0238499
        3251    -0.32746    -1.72034   0.0238465
        3252   -0.415308    -1.71994   0.0238425
        3253   -0.419816    -1.71954   0.0238385
        3254   -0.419717    -1.71914   0.0238345
        3255   -0.260262    -1.71869   0.0238314
        3256    -0.18334    -1.71822   0.0238288
        3257   -0.226842    -1.71776   0.0238259
        3258   -0.203408    -1.71729   0.0238231
        3259   -0.203054    -1.71683   0.0238203
        3260   -0.260098    -1.71638   0.0238172
        3261   -0.302782    -1.71595   0.0238138
        3262   -0.235662     -1.7155   0.0238108
        3263   -0.205828    -1.71503    0.023808
        3264   -0.186709    -1.71456   0.0238054
        3265   -0.030856    -1.71405   0.0238036
        3266   -0.108257    -1.71356   0.0238014
        3267   -0.102983    -1.71306   0.0237993
        3268   -0.103473    -1.71257   0.0237971
        3269  -0.0428701    -1.71206   0.0237953
        3270   -0.150242    -1.71158   0.0237928
        3271   -0.134973     -1.7111   0.0237904
        3272   -0.148172    -1.71062   0.0237879
        3273   -0.141237    -1.71014   0.0237855
        3274    -0.16033    -1.70967   0.0237829
        3275   -0.158858     -1.7092   0.0237804
        3276   -0.177105    -1.70873   0.0237777
        3277   -0.188043    -1.70827    0.023775
        3278   -0.213623    -1.70781   0.0237721
        3279   -0.235763    -1.70736   0.0237691
        3280   -0.239098    -1.70691   0.0237661
        3281   -0.259357    -1.70647   0.0237629
        3282   -0.194828    -1.70601   0.0237601
        3283   -0.216641    -1.70556   0.0237572
        3284   -0.291634    -1.70513   0.0237539
        3285    -0.28977     -1.7047   0.0237506
        3286     -0.2922    -1.70427   0.0237472
        3287   -0.209922    -1.70381   0.0237444
        3288   -0.230468    -1.70336   0.0237414
        3289   -0.287034    -1.70293   0.0237381
        3290   -0.154509    -1.70246   0.0237355
        3291   -0.213624    -1.70201   0.0237326
        3292   -0.176719    -1.70155   0.0237299
        3293   -0.138356    -1.70107   0.0237275
        3294   -0.153455     -1.7006   0.0237249
        3295   -0.185362    -1.70014   0.0237222
        3296   -0.106212    -1.69966   0.0237199
        3297   0.0163254    -1.69914   0.0237184
        3298     0.10562    -1.69859   0.0237175
        3299   0.0645097    -1.69806   0.0237164
        3300   0.0413712    -1.69753    0.023715
        3301   -0.063144    -1.69703    0.023713
        3302  -0.0923017    -1.69655   0.0237108
        3303   -0.123803    -1.69607   0.0237084
