#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         968    -1.98543    -3.44198    0.039178
         969    -2.04041    -3.44053   0.0391642
         970    -2.02925    -3.43908   0.0391509
         971    -2.07152    -3.43767   0.0391359
         972    -2.04736    -3.43624   0.0391217
         973    -2.02595    -3.43479   0.0391084
         974    -2.01867    -3.43333   0.0390952
         975    -1.96885    -3.43183    0.039084
         976    -1.92601    -3.43029   0.0390744
         977     -1.8704    -3.42869    0.039067
         978    -1.84561    -3.42707   0.0390606
         979    -1.77458    -3.42539   0.0390571
         980    -1.69257    -3.42362   0.0390573
         981    -1.56935    -3.42173   0.0390632
         982      -1.601    -3.41987   0.0390674
         983    -1.57641      -3.418   0.0390726
         984    -1.57488    -3.41613   0.0390778
         985    -1.66301    -3.41435   0.0390786
         986     -1.7293    -3.41264   0.0390763
         987    -1.81176    -3.41101   0.0390704
         988     -1.8064    -3.40939   0.0390646
         989     -1.8382     -3.4078   0.0390574
         990    -1.94159    -3.40632    0.039046
         991    -1.95939    -3.40486   0.0390339
         992    -1.98795    -3.40343   0.0390206
         993    -1.93904    -3.40196   0.0390092
         994    -1.90613    -3.40045    0.038999
         995    -1.82658    -3.39887   0.0389919
         996    -1.83783     -3.3973   0.0389842
         997     -1.8191    -3.39572   0.0389772
         998    -1.89763    -3.39422   0.0389671
         999    -1.97313     -3.3928    0.038954
        1000    -1.95553    -3.39136   0.0389416
        1001    -1.85148    -3.38982    0.038933
        1002    -1.80848    -3.38824   0.0389261
        1003    -1.87076    -3.38673   0.0389167
        1004     -1.8978    -3.38525   0.0389062
        1005    -1.97472    -3.38384   0.0388928
        1006    -1.92084    -3.38239   0.0388813
        1007    -1.85575    -3.38087   0.0388723
        1008    -1.80866    -3.37931    0.038865
        1009    -1.80715    -3.37776   0.0388577
        1010    -1.83465    -3.37623   0.0388492
        1011    -1.80816    -3.37468   0.0388417
        1012    -1.88994    -3.37321   0.0388311
        1013     -1.8341    -3.37169   0.0388224
        1014    -1.86814    -3.37021   0.0388125
        1015    -1.85209    -3.36871    0.038803
        1016    -1.81394    -3.36718    0.038795
        1017    -1.78332    -3.36562   0.0387881
        1018    -1.82753    -3.36411   0.0387794
        1019     -1.9226     -3.3627   0.0387672
        1020    -1.99145    -3.36135   0.0387525
        1021    -2.04159    -3.36006    0.038736
        1022    -2.03412    -3.35876   0.0387199
        1023    -1.92592    -3.35736   0.0387073
        1024    -1.80977    -3.35585    0.038699
        1025     -1.8378    -3.35437   0.0386896
        1026    -1.88199    -3.35294   0.0386785
        1027    -1.82199    -3.35145   0.0386696
        1028    -1.75979     -3.3499   0.0386629
        1029    -1.80874     -3.3484   0.0386544
        1030    -1.77351    -3.34687   0.0386471
        1031    -1.88585    -3.34545   0.0386355
        1032    -1.89438    -3.34405   0.0386237
        1033    -1.96208    -3.34271   0.0386095
        1034     -1.9522    -3.34136   0.0385955
        1035    -1.99674    -3.34007   0.0385801
        1036    -1.96943    -3.33874   0.0385655
        1037    -1.96531    -3.33742   0.0385511
        1038    -1.95453    -3.33609    0.038537
        1039    -1.95991    -3.33476   0.0385226
        1040    -2.00596    -3.33348   0.0385068
        1041    -1.99061    -3.33219   0.0384914
        1042    -1.96248    -3.33088   0.0384769
        1043     -1.9182    -3.32952   0.0384638
        1044    -1.81982    -3.32808   0.0384541
        1045    -1.74366    -3.32656   0.0384472
        1046    -1.73007    -3.32504   0.0384407
        1047    -1.76307    -3.32354    0.038433
        1048    -1.79575    -3.32209   0.0384239
        1049    -1.69778    -3.32054   0.0384185
        1050    -1.73287    -3.31903   0.0384117
        1051    -1.68701    -3.31747   0.0384065
        1052    -1.71289    -3.31595   0.0384002
        1053     -1.7087    -3.31442   0.0383941
        1054    -1.70356    -3.31289   0.0383881
        1055    -1.75029    -3.31141   0.0383803
        1056    -1.74489    -3.30993   0.0383726
        1057    -1.72614    -3.30843   0.0383655
        1058    -1.75402    -3.30696   0.0383574
        1059    -1.72636    -3.30547   0.0383502
        1060    -1.73219    -3.30398   0.0383427
        1061    -1.82779    -3.30259   0.0383318
        1062    -1.87002    -3.30124   0.0383194
        1063    -1.70777    -3.29975   0.0383127
        1064     -1.7944    -3.29833   0.0383028
        1065    -1.77746     -3.2969   0.0382935
        1066    -1.78359    -3.29548   0.0382838
        1067    -1.78587    -3.29407   0.0382741
        1068    -1.75018    -3.29262   0.0382655
        1069    -1.70685    -3.29114   0.0382585
        1070    -1.71853    -3.28967    0.038251
        1071    -1.75001    -3.28823   0.0382422
        1072    -1.61408    -3.28667   0.0382384
        1073    -1.52419    -3.28503   0.0382381
        1074    -1.51938    -3.28338   0.0382378
        1075    -1.57829     -3.2818   0.0382351
        1076    -1.59179    -3.28023   0.0382318
        1077     -1.5742    -3.27864   0.0382291
        1078     -1.5512    -3.27704   0.0382272
        1079    -1.61902     -3.2755   0.0382227
        1080    -1.57797    -3.27393   0.0382196
        1081    -1.68052    -3.27246   0.0382126
        1082    -1.68811    -3.27099   0.0382054
        1083    -1.74304    -3.26958   0.0381961
        1084    -1.81171    -3.26824   0.0381846
        1085    -1.80398    -3.26689   0.0381732
        1086    -1.84791    -3.26558   0.0381604
        1087    -1.85824    -3.26429   0.0381473
        1088    -1.76388    -3.26291   0.0381371
        1089    -1.88629    -3.26164    0.038123
        1090    -1.92347    -3.26042   0.0381078
        1091    -2.02523    -3.25928   0.0380897
        1092    -1.99044    -3.25812   0.0380726
        1093    -1.97441    -3.25695   0.0380558
        1094    -1.90791    -3.25571    0.038041
        1095    -1.94344    -3.25452   0.0380252
        1096    -1.82147    -3.25321   0.0380129
        1097    -1.87407    -3.25195   0.0379991
        1098    -1.87031    -3.25069   0.0379853
        1099    -1.85453    -3.24942    0.037972
        1100    -1.79584     -3.2481   0.0379604
        1101    -1.80587    -3.24679   0.0379485
        1102    -1.74785    -3.24543   0.0379385
        1103    -1.68708    -3.24402   0.0379304
        1104    -1.71617    -3.24263   0.0379213
        1105    -1.77706    -3.24131   0.0379101
        1106    -1.70034    -3.23991   0.0379014
        1107    -1.69515    -3.23852   0.0378929
        1108    -1.66569     -3.2371   0.0378853
        1109     -1.6245    -3.23565    0.037879
        1110    -1.51269    -3.23409   0.0378767
        1111    -1.37398    -3.23242   0.0378796
        1112    -1.41716    -3.23079   0.0378807
        1113    -1.49115    -3.22922   0.0378789
        1114    -1.50164    -3.22767   0.0378766
        1115    -1.45924    -3.22609   0.0378758
        1116    -1.52107    -3.22456   0.0378727
        1117    -1.49337    -3.22301   0.0378705
        1118    -1.52183    -3.22149   0.0378671
        1119    -1.51507    -3.21996    0.037864
        1120      -1.416    -3.21835   0.0378644
        1121    -1.48117     -3.2168   0.0378624
        1122    -1.56005    -3.21533   0.0378574
        1123    -1.51837    -3.21381   0.0378538
        1124    -1.45776    -3.21225   0.0378524
        1125    -1.46735     -3.2107   0.0378505
        1126    -1.52602     -3.2092   0.0378464
        1127    -1.47597    -3.20767   0.0378441
        1128    -1.61241    -3.20625    0.037837
        1129    -1.58218    -3.20481   0.0378308
        1130    -1.60562     -3.2034   0.0378238
        1131     -1.6239      -3.202   0.0378161
        1132    -1.61163     -3.2006   0.0378088
        1133    -1.65026    -3.19923   0.0378002
        1134    -1.61228    -3.19783   0.0377927
        1135    -1.56873    -3.19639   0.0377867
        1136    -1.56794    -3.19496   0.0377806
        1137    -1.68081    -3.19363   0.0377708
        1138    -1.65839    -3.19228   0.0377617
        1139    -1.59641    -3.19088   0.0377545
        1140    -1.57471    -3.18946    0.037748
        1141    -1.69175    -3.18815   0.0377378
        1142    -1.61603    -3.18677   0.0377298
        1143    -1.63892    -3.18542   0.0377211
        1144    -1.67209    -3.18409   0.0377113
        1145    -1.71422    -3.18281   0.0377002
        1146    -1.71442    -3.18153   0.0376891
        1147    -1.62681    -3.18017   0.0376806
        1148    -1.64687    -3.17884   0.0376714
        1149    -1.64266     -3.1775   0.0376624
        1150    -1.66871    -3.17619   0.0376525
        1151    -1.67911    -3.17489   0.0376422
        1152    -1.65106    -3.17357   0.0376328
        1153    -1.57975    -3.17218   0.0376255
        1154    -1.47815    -3.17072   0.0376215
        1155    -1.44404    -3.16922   0.0376187
        1156    -1.45456    -3.16774   0.0376153
        1157    -1.44747    -3.16625   0.0376122
        1158    -1.43261    -3.16475   0.0376095
        1159    -1.48633    -3.16331   0.0376049
        1160    -1.55558    -3.16192    0.037598
        1161    -1.58543    -3.16056   0.0375902
        1162    -1.53508    -3.15916   0.0375838
        1163    -1.37748    -3.15763   0.0375827
        1164    -1.42283    -3.15614     0.03758
        1165    -1.47623     -3.1547   0.0375754
        1166    -1.52768     -3.1533   0.0375691
        1167     -1.4388    -3.15183   0.0375656
        1168    -1.47358     -3.1504   0.0375609
        1169    -1.46624    -3.14896   0.0375564
        1170    -1.29921    -3.14738   0.0375575
        1171    -1.36674    -3.14586   0.0375562
        1172    -1.48603    -3.14444   0.0375509
        1173    -1.50626    -3.14304   0.0375448
        1174    -1.41928    -3.14157   0.0375416
        1175    -1.40075    -3.14009   0.0375388
        1176      -1.448    -3.13865   0.0375345
        1177    -1.40168    -3.13718   0.0375316
        1178    -1.30806    -3.13563   0.0375318
        1179    -1.30989    -3.13408   0.0375319
        1180    -1.31123    -3.13253   0.0375319
        1181    -1.33452    -3.13101    0.037531
        1182    -1.29594    -3.12946   0.0375313
        1183    -1.18718    -3.12781   0.0375355
        1184     -1.2795    -3.12625   0.0375362
        1185    -1.26245    -3.12468   0.0375375
        1186    -1.20252    -3.12306   0.0375408
        1187    -1.18718    -3.12143   0.0375446
        1188    -1.16243    -3.11978   0.0375492
        1189     -1.0458    -3.11804   0.0375581
        1190    -1.07944    -3.11632   0.0375656
        1191    -1.11416    -3.11464   0.0375717
        1192     -1.2547    -3.11308   0.0375725
        1193    -1.29884    -3.11156   0.0375718
        1194    -1.16344    -3.10993   0.0375757
        1195    -1.17815    -3.10831    0.037579
        1196    -1.15006    -3.10668   0.0375833
        1197    -1.08484    -3.10499   0.0375898
        1198    -1.08424     -3.1033   0.0375963
        1199     -1.1971    -3.10171   0.0375985
        1200     -1.0445        -3.1   0.0376062
        1201    -1.06055     -3.0983   0.0376132
        1202    -1.03011    -3.09658   0.0376213
        1203    -1.03932    -3.09487   0.0376289
        1204     -1.1047    -3.09321   0.0376339
        1205      -1.125    -3.09158   0.0376381
        1206    -1.12894    -3.08995   0.0376421
        1207    -1.11582    -3.08832   0.0376464
        1208    -1.06186    -3.08664   0.0376526
        1209      -1.041    -3.08495   0.0376594
        1210   -0.921926    -3.08316   0.0376707
        1211   -0.753356    -3.08124   0.0376887
        1212    -0.72825    -3.07929   0.0377076
        1213   -0.804611    -3.07742   0.0377231
        1214   -0.783716    -3.07553   0.0377393
        1215   -0.873005    -3.07372   0.0377517
        1216   -0.865363     -3.0719   0.0377644
        1217   -0.955595    -3.07016   0.0377733
        1218   -0.896363    -3.06838   0.0377845
        1219   -0.802307    -3.06652   0.0377992
        1220   -0.937551    -3.06477   0.0378085
        1221   -0.858701    -3.06297   0.0378206
        1222   -0.940389    -3.06123   0.0378296
        1223   -0.977906    -3.05953    0.037837
        1224   -0.924346    -3.05778   0.0378462
        1225   -0.910862    -3.05603   0.0378559
        1226     -1.0382    -3.05438   0.0378608
        1227    -1.02069    -3.05273   0.0378662
        1228    -1.01114    -3.05106   0.0378718
        1229    -1.07108    -3.04945   0.0378753
        1230    -1.13388     -3.0479   0.0378765
        1231     -1.1077    -3.04632   0.0378785
        1232    -1.14322    -3.04477   0.0378792
        1233    -1.11091    -3.04321    0.037881
        1234    -1.16212    -3.04168   0.0378809
        1235    -1.18104    -3.04017   0.0378802
        1236    -1.23002    -3.03871   0.0378779
        1237     -1.2524    -3.03727   0.0378747
        1238    -1.28756    -3.03585   0.0378705
        1239     -1.2188    -3.03439   0.0378683
        1240    -1.19607     -3.0329   0.0378668
        1241    -1.13993    -3.03138    0.037867
        1242    -1.08748    -3.02981   0.0378688
        1243   -0.983235    -3.02817   0.0378742
        1244    -1.01898    -3.02655   0.0378781
        1245     -1.0198    -3.02494    0.037882
        1246    -1.05962    -3.02336   0.0378844
        1247    -1.11832    -3.02184   0.0378848
        1248    -1.16373    -3.02035   0.0378837
        1249    -1.11848    -3.01882    0.037884
        1250     -1.2185    -3.01738    0.037881
        1251    -1.16931    -3.01591   0.0378795
        1252    -1.15396    -3.01442   0.0378785
        1253    -1.16066    -3.01294   0.0378771
        1254    -1.13209    -3.01144   0.0378766
        1255    -1.12093    -3.00993   0.0378764
        1256    -1.07193    -3.00839   0.0378776
        1257    -1.16284    -3.00692   0.0378759
        1258    -1.14768    -3.00544   0.0378746
        1259    -1.07113    -3.00391   0.0378757
        1260    -1.16431    -3.00245   0.0378738
        1261    -1.13881    -3.00097   0.0378726
        1262    -1.20488    -2.99955   0.0378693
        1263    -1.25886    -2.99817   0.0378644
        1264    -1.26222    -2.99679   0.0378593
        1265    -1.31775    -2.99547   0.0378527
        1266    -1.29914    -2.99413   0.0378465
        1267    -1.25917    -2.99276   0.0378414
        1268     -1.2328    -2.99137    0.037837
        1269    -1.18354    -2.98995   0.0378339
        1270    -1.29658    -2.98861   0.0378276
        1271    -1.31098    -2.98729   0.0378209
        1272    -1.32824    -2.98599   0.0378137
        1273    -1.32405    -2.98468   0.0378065
        1274    -1.24643    -2.98332   0.0378014
        1275    -1.19843    -2.98192   0.0377977
        1276    -1.21916    -2.98054   0.0377933
        1277    -1.23232    -2.97917   0.0377885
        1278    -1.19984    -2.97778   0.0377846
        1279    -1.27418    -2.97644   0.0377785
        1280    -1.25343     -2.9751   0.0377729
        1281    -1.27763    -2.97377   0.0377667
        1282    -1.25094    -2.97243   0.0377611
        1283     -1.2933    -2.97112   0.0377544
        1284    -1.38033    -2.96988   0.0377453
        1285    -1.20033     -2.9685    0.037741
        1286    -1.28792     -2.9672   0.0377343
        1287    -1.29332     -2.9659   0.0377274
        1288    -1.21468    -2.96454   0.0377226
        1289    -1.21854    -2.96318   0.0377176
        1290    -1.28122    -2.96188   0.0377109
        1291    -1.36284    -2.96064   0.0377021
        1292    -1.37858    -2.95942   0.0376928
        1293     -1.3095    -2.95814   0.0376852
        1294      -1.316    -2.95687   0.0376774
        1295    -1.27239    -2.95557   0.0376708
        1296    -1.16573    -2.95419    0.037667
        1297    -1.15542     -2.9528   0.0376635
        1298    -1.18171    -2.95144   0.0376592
        1299    -1.13968    -2.95004    0.037656
        1300    -1.14939    -2.94866   0.0376525
        1301    -1.19179    -2.94731   0.0376478
        1302    -1.24935      -2.946   0.0376415
        1303    -1.27762    -2.94472   0.0376343
        1304    -1.13887    -2.94334    0.037631
        1305    -1.08481    -2.94191   0.0376291
        1306    -1.09581     -2.9405   0.0376268
        1307    -1.13949    -2.93912   0.0376232
        1308    -1.08433     -2.9377   0.0376212
        1309    -1.06532    -2.93627   0.0376196
        1310    -1.04054    -2.93483   0.0376187
        1311    -1.04393    -2.93338   0.0376177
        1312   -0.993847    -2.93191    0.037618
        1313   -0.961759     -2.9304   0.0376193
        1314    -1.05423    -2.92898   0.0376178
        1315    -1.04977    -2.92755   0.0376163
        1316   -0.965222    -2.92606   0.0376172
        1317   -0.968964    -2.92457    0.037618
        1318   -0.874976    -2.92302   0.0376216
        1319   -0.899351    -2.92148   0.0376243
        1320   -0.871587    -2.91993   0.0376279
        1321   -0.797116    -2.91832   0.0376337
        1322   -0.876998    -2.91678   0.0376369
        1323    -0.98462    -2.91532   0.0376368
        1324   -0.974207    -2.91385   0.0376369
        1325   -0.982329    -2.91239   0.0376367
        1326    -1.07956    -2.91101   0.0376337
        1327    -1.14628    -2.90968   0.0376288
        1328    -1.19666    -2.90839   0.0376226
        1329    -1.11997    -2.90705   0.0376183
        1330    -1.15098    -2.90573   0.0376132
        1331    -1.24494    -2.90448   0.0376056
        1332     -1.1645    -2.90317   0.0376001
        1333      -1.113    -2.90183   0.0375959
        1334    -1.06405    -2.90045   0.0375929
        1335    -1.15502    -2.89914   0.0375875
        1336    -1.12553    -2.89782   0.0375828
        1337    -1.07596    -2.89645   0.0375794
        1338    -1.08379     -2.8951   0.0375757
        1339    -1.09237    -2.89375   0.0375717
        1340    -1.11538    -2.89242   0.0375671
        1341    -1.11149     -2.8911   0.0375626
        1342    -1.18228    -2.88982   0.0375562
        1343    -1.21736    -2.88858   0.0375489
        1344    -1.30311     -2.8874   0.0375394
        1345    -1.25444    -2.88618   0.0375312
        1346    -1.15499     -2.8849   0.0375253
        1347     -1.1435    -2.88361   0.0375197
        1348    -1.04949    -2.88224   0.0375165
        1349    -1.04629    -2.88088   0.0375134
        1350    -1.06977    -2.87954   0.0375096
        1351    -1.03741    -2.87818   0.0375066
        1352    -1.08268    -2.87685   0.0375024
        1353    -1.10497    -2.87554   0.0374975
        1354    -1.05918     -2.8742   0.0374938
        1355    -1.05636    -2.87286   0.0374901
        1356    -1.09254    -2.87154   0.0374855
        1357    -1.08607    -2.87023   0.0374809
        1358    -1.06288     -2.8689    0.037477
        1359    -1.16187    -2.86764   0.0374704
        1360    -1.10529    -2.86635   0.0374653
        1361    -1.08281    -2.86504   0.0374607
        1362    -1.14394    -2.86377   0.0374545
        1363    -1.18654    -2.86254   0.0374472
        1364    -1.20836    -2.86133   0.0374394
        1365    -1.22144    -2.86013   0.0374312
        1366    -1.26043    -2.85896   0.0374221
        1367    -1.28669    -2.85781   0.0374124
        1368    -1.29576    -2.85666   0.0374025
        1369    -1.30685    -2.85553   0.0373923
        1370    -1.27816    -2.85438   0.0373827
        1371     -1.3267    -2.85327   0.0373721
        1372    -1.26956    -2.85211   0.0373626
        1373    -1.24072    -2.85094   0.0373539
        1374    -1.24783    -2.84977   0.0373449
        1375    -1.29241    -2.84864   0.0373349
        1376    -1.25077    -2.84748   0.0373258
        1377    -1.16229    -2.84625   0.0373188
        1378    -1.19429    -2.84506   0.0373109
        1379    -1.28828    -2.84393    0.037301
        1380    -1.34151    -2.84284   0.0372898
        1381    -1.39354    -2.84179   0.0372776
        1382    -1.46941     -2.8408   0.0372638
        1383    -1.45158    -2.83979   0.0372504
        1384    -1.31815    -2.83869   0.0372397
        1385    -1.36563    -2.83763    0.037228
        1386    -1.28902    -2.83651   0.0372179
        1387    -1.31512    -2.83541   0.0372073
        1388    -1.25089    -2.83427    0.037198
        1389     -1.3366    -2.83319   0.0371868
        1390    -1.21724    -2.83203   0.0371782
        1391    -1.22802    -2.83088   0.0371694
        1392    -1.19254     -2.8297   0.0371613
        1393    -1.22761    -2.82855   0.0371524
        1394    -1.25025    -2.82742    0.037143
        1395    -1.27163     -2.8263   0.0371331
        1396    -1.19955    -2.82514   0.0371248
        1397    -1.26681    -2.82402    0.037115
        1398    -1.25177     -2.8229   0.0371055
        1399    -1.23726    -2.82176   0.0370962
        1400    -1.18309    -2.82059   0.0370882
        1401    -1.22544    -2.81946   0.0370792
        1402    -1.26632    -2.81835   0.0370693
        1403     -1.3121    -2.81727   0.0370584
        1404    -1.19386    -2.81612   0.0370501
        1405    -1.21285    -2.81498   0.0370413
        1406    -1.25123    -2.81386   0.0370316
        1407     -1.1497    -2.81268   0.0370242
        1408    -1.10566    -2.81147   0.0370177
        1409    -1.08664    -2.81025   0.0370117
        1410    -1.07705    -2.80902   0.0370059
        1411     -1.0796    -2.80779   0.0369999
        1412    -1.15717    -2.80662   0.0369922
        1413    -1.12388    -2.80543   0.0369852
        1414    -1.11524    -2.80424   0.0369783
        1415    -1.08188    -2.80302   0.0369722
        1416    -1.03962    -2.80177   0.0369671
        1417    -1.02063    -2.80052   0.0369623
        1418    -1.01633    -2.79926   0.0369577
        1419   -0.990301    -2.79798   0.0369536
        1420    -1.04587    -2.79675   0.0369482
        1421    -1.01664     -2.7955   0.0369434
        1422    -1.01009    -2.79424   0.0369388
        1423    -1.04983    -2.79301   0.0369331
        1424    -1.13242    -2.79185   0.0369256
        1425    -1.14753    -2.79069   0.0369177
        1426    -1.06795    -2.78949   0.0369116
        1427    -1.07433    -2.78828   0.0369053
        1428    -1.08347    -2.78709   0.0368988
        1429    -1.09872    -2.78591   0.0368918
        1430    -1.09686    -2.78473    0.036885
        1431    -1.14601    -2.78358    0.036877
        1432    -1.07274    -2.78239   0.0368705
        1433    -1.14634    -2.78125   0.0368625
        1434    -1.16323    -2.78012    0.036854
        1435    -1.07157    -2.77893   0.0368476
        1436    -1.13969    -2.77779   0.0368396
        1437    -1.12261    -2.77663    0.036832
        1438    -1.10023    -2.77547   0.0368248
        1439    -1.18289    -2.77436   0.0368158
        1440    -1.13788    -2.77323   0.0368078
        1441    -1.09334    -2.77206   0.0368007
        1442    -1.14561    -2.77093   0.0367925
        1443    -1.16543    -2.76982   0.0367838
        1444     -1.2237    -2.76875   0.0367739
        1445    -1.22944    -2.76768   0.0367639
        1446    -1.21303    -2.76661   0.0367542
        1447    -1.23332    -2.76555   0.0367441
        1448    -1.10122     -2.7644   0.0367367
        1449    -1.07572    -2.76323   0.0367298
        1450    -1.05953    -2.76206   0.0367232
        1451     -1.2055    -2.76099   0.0367136
        1452    -1.25378    -2.75995    0.036703
        1453    -1.28554    -2.75893   0.0366917
        1454    -1.20426    -2.75786   0.0366821
        1455      -1.113    -2.75673   0.0366743
        1456    -1.05844    -2.75557   0.0366676
        1457    -1.15866    -2.75447   0.0366589
        1458    -1.12902    -2.75336   0.0366507
        1459    -1.05889    -2.75219   0.0366439
        1460   -0.962068    -2.75097   0.0366393
        1461   -0.992218    -2.74976    0.036634
        1462    -1.05824    -2.74861   0.0366272
        1463   -0.976545     -2.7474   0.0366222
        1464    -1.00003     -2.7462   0.0366167
        1465    -1.08684    -2.74507   0.0366092
        1466    -1.10148    -2.74395   0.0366014
        1467    -1.01813    -2.74277   0.0365953
        1468    -1.14074    -2.74168   0.0365867
        1469    -1.16736    -2.74061   0.0365775
        1470    -1.17719    -2.73955    0.036568
        1471    -1.15172    -2.73847   0.0365591
        1472    -1.18148    -2.73741   0.0365496
        1473    -1.11996    -2.73631   0.0365412
        1474    -1.09498     -2.7352   0.0365334
        1475     -1.1022    -2.73409   0.0365254
        1476    -1.12091      -2.733    0.036517
        1477    -1.09867    -2.73189   0.0365091
        1478   -0.992771    -2.73071   0.0365033
        1479   -0.992027    -2.72954   0.0364976
        1480   -0.949662    -2.72834   0.0364927
        1481    -0.91097    -2.72711   0.0364887
        1482   -0.854452    -2.72585   0.0364859
        1483    -1.03784    -2.72471   0.0364791
        1484    -1.00956    -2.72355   0.0364728
        1485   -0.985767    -2.72238    0.036467
        1486   -0.935768    -2.72118   0.0364623
        1487   -0.865935    -2.71993   0.0364591
        1488   -0.814833    -2.71865   0.0364571
        1489   -0.752259    -2.71733   0.0364565
        1490   -0.825668    -2.71606   0.0364541
        1491   -0.844583    -2.71481   0.0364513
        1492   -0.880534    -2.71358   0.0364476
        1493   -0.890118    -2.71235   0.0364436
        1494   -0.782545    -2.71106   0.0364421
        1495   -0.778567    -2.70977   0.0364407
        1496    -0.80958     -2.7085   0.0364384
        1497   -0.871534    -2.70727   0.0364347
        1498   -0.775549    -2.70598   0.0364332
        1499   -0.748926    -2.70468   0.0364323
        1500   -0.695649    -2.70334   0.0364326
        1501   -0.783934    -2.70206   0.0364308
        1502   -0.778934    -2.70078    0.036429
        1503   -0.812454    -2.69952   0.0364265
        1504     -1.0161     -2.6984   0.0364194
        1505   -0.992813    -2.69727   0.0364129
        1506   -0.980248    -2.69613   0.0364065
        1507   -0.886034    -2.69493   0.0364022
        1508   -0.903809    -2.69374   0.0363974
        1509   -0.887137    -2.69254    0.036393
        1510    -0.87167    -2.69134   0.0363888
        1511   -0.823616     -2.6901   0.0363858
        1512   -0.850775    -2.68889    0.036382
        1513   -0.923292    -2.68772   0.0363767
        1514   -0.904774    -2.68654   0.0363717
        1515   -0.942764    -2.68539   0.0363659
        1516    -0.97562    -2.68426   0.0363594
        1517   -0.952668    -2.68312   0.0363534
        1518   -0.946925    -2.68198   0.0363474
        1519    -1.00285    -2.68087   0.0363403
        1520    -1.04021    -2.67979   0.0363324
        1521    -1.13514    -2.67878   0.0363227
        1522    -1.08494    -2.67773   0.0363139
        1523    -1.09378    -2.67669    0.036305
        1524    -1.16527     -2.6757   0.0362947
        1525     -1.1701    -2.67471   0.0362843
        1526    -1.13104     -2.6737   0.0362746
        1527    -1.11724    -2.67268   0.0362652
        1528    -1.11417    -2.67166   0.0362558
        1529    -1.07627    -2.67062   0.0362471
        1530    -1.12432    -2.66961   0.0362375
        1531    -1.12321     -2.6686   0.0362279
        1532    -1.10647    -2.66758   0.0362186
        1533    -1.08757    -2.66655   0.0362096
        1534    -1.23122    -2.66561   0.0361981
        1535    -1.24735    -2.66469   0.0361863
        1536    -1.25315    -2.66377   0.0361744
        1537    -1.27492    -2.66286   0.0361622
        1538    -1.26294    -2.66195   0.0361501
        1539    -1.24551    -2.66103   0.0361384
        1540    -1.21749     -2.6601    0.036127
        1541    -1.19137    -2.65914   0.0361162
        1542    -1.22481    -2.65821   0.0361047
        1543    -1.27066    -2.65731   0.0360925
        1544    -1.27146    -2.65641   0.0360803
        1545    -1.14001    -2.65543   0.0360703
        1546     -1.0816    -2.65442   0.0360613
        1547    -1.04907    -2.65338   0.0360529
        1548   -0.979081     -2.6523   0.0360459
        1549   -0.878803    -2.65115   0.0360408
        1550   -0.810865    -2.64996   0.0360371
        1551   -0.847001     -2.6488   0.0360326
        1552   -0.840566    -2.64764   0.0360282
        1553   -0.854347    -2.64648   0.0360235
        1554   -0.952232    -2.64539   0.0360168
        1555   -0.982509    -2.64432   0.0360095
        1556    -1.00441    -2.64327   0.0360018
        1557     -1.0771    -2.64226   0.0359927
        1558   -0.940342    -2.64117   0.0359862
        1559    -1.05103    -2.64015   0.0359776
        1560    -1.07767    -2.63915   0.0359684
        1561    -1.13725    -2.63819   0.0359583
        1562    -1.04537    -2.63717   0.0359497
        1563   -0.943408    -2.63608    0.035943
        1564   -0.911625    -2.63498    0.035937
        1565   -0.937447     -2.6339   0.0359304
        1566    -0.88701    -2.63278   0.0359247
        1567   -0.936681     -2.6317   0.0359181
        1568   -0.940946    -2.63062   0.0359114
        1569   -0.987277    -2.62957   0.0359038
        1570   -0.980993    -2.62852   0.0358963
        1571   -0.990222    -2.62748   0.0358885
        1572   -0.938856     -2.6264   0.0358818
        1573   -0.986253    -2.62536   0.0358741
        1574   -0.951371     -2.6243   0.0358671
        1575   -0.929981    -2.62322   0.0358605
        1576   -0.893924    -2.62213   0.0358545
        1577   -0.962553    -2.62107   0.0358472
        1578    -1.01631    -2.62006   0.0358389
        1579    -0.97263    -2.61901   0.0358314
        1580   -0.875442    -2.61791   0.0358257
        1581   -0.965029    -2.61686   0.0358183
        1582   -0.846523    -2.61574   0.0358131
        1583   -0.806974     -2.6146   0.0358087
        1584   -0.831901    -2.61348   0.0358038
        1585   -0.850167    -2.61236   0.0357985
        1586   -0.768955     -2.6112   0.0357948
        1587   -0.726223    -2.61001   0.0357919
        1588   -0.926179    -2.60895   0.0357851
        1589   -0.956122    -2.60791   0.0357777
        1590    -1.03726    -2.60693   0.0357688
        1591    -1.03042    -2.60594     0.03576
        1592    -1.10534    -2.60499     0.03575
        1593     -1.1927    -2.60411   0.0357386
        1594    -1.17027    -2.60321   0.0357275
        1595    -1.06951    -2.60224    0.035718
        1596    -1.05391    -2.60127   0.0357088
        1597    -1.14438    -2.60036   0.0356981
        1598    -1.13249    -2.59944   0.0356876
        1599     -1.1035    -2.59851   0.0356775
        1600    -1.07227    -2.59755   0.0356679
        1601    -1.11488    -2.59663   0.0356577
        1602    -1.20493    -2.59576    0.035646
        1603    -1.22919    -2.59491    0.035634
        1604    -1.16276    -2.59401   0.0356229
        1605    -1.12569     -2.5931   0.0356125
        1606    -1.04149    -2.59213   0.0356034
