# VELOCITY:     AVE_POFV:        ERROR:
   0.0282843           0           0           0
   0.0848528           0           0           0
    0.141421           0           0           0
     0.19799           0           0           0
    0.254558           0           0           0
    0.311127    0.163682    0.163682           0
    0.367696   0.0392837   0.0392837           0
    0.424264   0.0441942   0.0441942           0
    0.480833   0.0409205   0.0409205           0
    0.537401   0.0392837   0.0392837           0
     0.59397   0.0392837   0.0392837           0
    0.650538   0.0703833   0.0703833           0
    0.707107    0.116214    0.116214           0
    0.763675    0.045831    0.045831           0
    0.820244    0.291354    0.291354           0
    0.876812    0.440305    0.440305           0
    0.933381    0.302812    0.302812           0
    0.989949    0.423937    0.423937           0
     1.04652    0.446852    0.446852           0
     1.10309    0.309359    0.309359           0
     1.15966    0.441942    0.441942           0
     1.21622    0.554882    0.554882           0
     1.27279    0.306086    0.306086           0
     1.32936     1.08849     1.08849           0
     1.38593     0.53033     0.53033           0
      1.4425    0.536877    0.536877           0
     1.49907    0.281533    0.281533           0
     1.55563    0.307722    0.307722           0
      1.6122    0.468131    0.468131           0
     1.66877    0.574524    0.574524           0
     1.72534    0.644908    0.644908           0
     1.78191    0.528693    0.528693           0
     1.83848    0.936262    0.936262           0
     1.89505    0.347006    0.347006           0
     1.95161    0.576161    0.576161           0
     2.00818    0.299538    0.299538           0
     2.06475    0.518872    0.518872           0
     2.12132    0.121125    0.121125           0
     2.17789    0.438668    0.438668           0
     2.23446    0.664549    0.664549           0
     2.29103    0.405932    0.405932           0
     2.34759    0.299538    0.299538           0
     2.40416    0.332275    0.332275           0
     2.46073    0.572887    0.572887           0
      2.5173    0.306086    0.306086           0
     2.57387    0.148951    0.148951           0
     2.63044    0.186598    0.186598           0
     2.68701   0.0540151   0.0540151           0
     2.74357    0.378106    0.378106           0
     2.80014    0.184961    0.184961           0
     2.85671    0.289717    0.289717           0
     2.91328    0.181687    0.181687           0
     2.96985    0.183324    0.183324           0
     3.02642   0.0196419   0.0196419           0
     3.08299   0.0261891   0.0261891           0
     3.13955   0.0654729   0.0654729           0
     3.19612   0.0932988   0.0932988           0
     3.25269    0.142403    0.142403           0
     3.30926    0.134219    0.134219           0
     3.36583    0.147314    0.147314           0
      3.4224  0.00491046  0.00491046           0
     3.47897  0.00654729  0.00654729           0
     3.53553  0.00818411  0.00818411           0
      3.5921   0.0114577   0.0114577           0
     3.64867    0.227518    0.227518           0
     3.70524   0.0785674   0.0785674           0
     3.76181    0.129309    0.129309           0
     3.81838   0.0785674   0.0785674           0
     3.87495           0           0           0
     3.93151           0           0           0
     3.98808           0           0           0
     4.04465           0           0           0
     4.10122           0           0           0
     4.15779           0           0           0
     4.21436           0           0           0
     4.27092           0           0           0
     4.32749           0           0           0
     4.38406           0           0           0
     4.44063           0           0           0
      4.4972           0           0           0
     4.55377           0           0           0
     4.61034           0           0           0
      4.6669           0           0           0
     4.72347           0           0           0
     4.78004           0           0           0
     4.83661           0           0           0
     4.89318           0           0           0
     4.94975           0           0           0
     5.00632           0           0           0
     5.06288           0           0           0
     5.11945           0           0           0
     5.17602           0           0           0
     5.23259           0           0           0
     5.28916           0           0           0
     5.34573           0           0           0
      5.4023           0           0           0
     5.45886           0           0           0
     5.51543           0           0           0
       5.572           0           0           0
     5.62857           0           0           0
   0.0282843           0           0           0
   0.0848528           0           0           0
    0.141421           0           0           0
     0.19799           0           0           0
    0.254558           0           0           0
    0.311127    0.163682    0.163682 1.31709e-09
    0.367696           0   0.0196419   0.0138889
    0.424264           0   0.0220971    0.015625
    0.480833    0.018005   0.0294628  0.00810185
    0.537401   0.0229155   0.0310996  0.00578704
     0.59397    0.165319    0.102301   0.0445602
    0.650538    0.222608    0.146496   0.0538194
    0.707107    0.155498    0.135856   0.0138889
    0.763675    0.106393   0.0761122    0.021412
    0.820244    0.423937    0.357645    0.046875
    0.876812    0.284807    0.362556   0.0549769
    0.933381    0.191508     0.24716   0.0393519
    0.989949    0.366648    0.395292   0.0202546
     1.04652    0.381379    0.414116   0.0231481
     1.10309    0.419026    0.364193   0.0387731
     1.15966    0.574524    0.508233    0.046875
     1.21622    0.369922    0.462402   0.0653935
     1.27279    0.181687    0.243886   0.0439815
     1.32936     1.12286     1.10567   0.0121528
     1.38593    0.574524    0.552427    0.015625
      1.4425    0.188234    0.362556    0.123264
     1.49907    0.155498    0.218516   0.0445602
     1.55563    0.510688    0.409205   0.0717593
      1.6122    0.679281    0.573706   0.0746528
     1.66877    0.721838    0.648181   0.0520833
     1.72534    0.509051    0.576979   0.0480324
     1.78191    0.383016    0.455855   0.0515046
     1.83848    0.810227    0.873244   0.0445602
     1.89505    0.847873     0.59744    0.177083
     1.95161    0.310996    0.443579     0.09375
     2.00818    0.101483    0.200511   0.0700231
     2.06475    0.407568     0.46322   0.0393519
     2.12132    0.453399    0.287262    0.117477
     2.17789    0.743117    0.590892    0.107639
     2.23446    0.513962    0.589256   0.0532407
     2.29103    0.288081    0.347006   0.0416667
     2.34759    0.607261    0.453399    0.108796
     2.40416    0.292991    0.312633   0.0138889
     2.46073    0.401021    0.486954   0.0607639
      2.5173    0.274986    0.290536   0.0109954
     2.57387    0.101483    0.125217   0.0167824
     2.63044  0.00982093   0.0982093      0.0625
     2.68701    0.106393   0.0802042   0.0185185
     2.74357    0.433758    0.405932   0.0196759
     2.80014    0.163682    0.174321  0.00752315
     2.85671    0.162045    0.225881   0.0451389
     2.91328    0.281533     0.23161   0.0353009
     2.96985    0.206239    0.194782  0.00810185
     3.02642   0.0540151   0.0368285   0.0121528
     3.08299   0.0474678   0.0368285  0.00752315
     3.13955   0.0196419   0.0425574   0.0162037
     3.19612    0.224245    0.158772   0.0462963
     3.25269     0.10312    0.122762   0.0138889
     3.30926           0   0.0671097   0.0474537
     3.36583   0.0785674    0.112941   0.0243056
      3.4224   0.0851147   0.0450126   0.0283565
     3.47897  0.00163682  0.00409205  0.00173611
     3.53553   0.0556519    0.031918   0.0167824
      3.5921   0.0409205   0.0261891   0.0104167
     3.64867     0.24716    0.237339  0.00694444
     3.70524    0.101483   0.0900252  0.00810185
     3.76181   0.0441942   0.0867515   0.0300926
     3.81838           0   0.0392837   0.0277778
     3.87495     0.10312   0.0515599   0.0364583
     3.93151   0.0605624   0.0302812    0.021412
     3.98808           0           0           0
     4.04465           0           0           0
     4.10122           0           0           0
     4.15779           0           0           0
     4.21436           0           0           0
     4.27092           0           0           0
     4.32749           0           0           0
     4.38406           0           0           0
     4.44063           0           0           0
      4.4972           0           0           0
     4.55377           0           0           0
     4.61034           0           0           0
      4.6669           0           0           0
     4.72347           0           0           0
     4.78004           0           0           0
     4.83661           0           0           0
     4.89318           0           0           0
     4.94975           0           0           0
     5.00632           0           0           0
     5.06288           0           0           0
     5.11945           0           0           0
     5.17602           0           0           0
     5.23259           0           0           0
     5.28916           0           0           0
     5.34573           0           0           0
      5.4023           0           0           0
     5.45886           0           0           0
     5.51543           0           0           0
       5.572           0           0           0
     5.62857           0           0           0
   0.0282843           0           0           0
   0.0848528           0           0           0
    0.141421           0           0           0
     0.19799           0           0           0
    0.254558   0.0409205   0.0136402   0.0111372
    0.311127    0.212787     0.18005   0.0133646
    0.367696   0.0229155   0.0207331  0.00930203
    0.424264    0.045831   0.0300084   0.0122569
    0.480833   0.0360101   0.0316452  0.00568759
    0.537401   0.0310996   0.0310996  0.00385802
     0.59397   0.0130946   0.0725657   0.0383662
    0.650538  0.00982093    0.100937   0.0516822
    0.707107   0.0671097    0.112941   0.0208762
    0.763675    0.114577    0.088934   0.0177021
    0.820244    0.482862    0.399384   0.0462384
    0.876812    0.273349     0.33282   0.0439634
    0.933381    0.437031     0.31045   0.0579543
    0.989949    0.168593    0.319726   0.0631602
     1.04652    0.347006    0.391746   0.0239115
     1.10309    0.270076     0.33282   0.0363911
     1.15966    0.520509    0.512325   0.0314281
     1.21622    0.520509    0.481771   0.0463755
     1.27279    0.158772    0.215515   0.0373678
     1.32936    0.923167     1.04484   0.0503281
     1.38593    0.589256    0.564703    0.014456
      1.4425    0.698923    0.474678     0.12302
     1.49907    0.574524    0.337185    0.101345
     1.55563    0.232429     0.35028   0.0678486
      1.6122    0.473041    0.540151   0.0568113
     1.66877    0.707107    0.667823    0.038247
     1.72534    0.585982     0.57998   0.0321152
     1.78191    0.770943    0.560884   0.0923748
     1.83848    0.504141     0.75021    0.104758
     1.89505    0.379743    0.524874     0.13209
     1.95161    0.268439    0.385199   0.0786028
     2.00818    0.656365    0.352462     0.13256
     2.06475    0.594166    0.506869   0.0442536
     2.12132    0.680918    0.418481    0.132712
     2.17789    0.471405    0.551063   0.0787844
     2.23446    0.603987    0.594166   0.0357196
     2.29103     0.45831    0.384107   0.0411008
     2.34759    0.117851     0.34155    0.116623
     2.40416    0.365011    0.330092   0.0169987
     2.46073    0.414116    0.462675   0.0450999
      2.5173   0.0114577     0.19751   0.0763083
     2.57387     0.18005    0.143495    0.018652
     2.63044    0.142403    0.112941    0.043368
     2.68701    0.193145    0.117851   0.0331251
     2.74357     0.35519    0.389018   0.0190468
     2.80014   0.0605624    0.136402   0.0313649
     2.85671   0.0572887    0.169684   0.0548726
     2.91328    0.338822    0.267347   0.0374871
     2.96985     0.10803    0.165865   0.0242207
     3.02642    0.124398   0.0660185   0.0251729
     3.08299   0.0163682   0.0300084  0.00749424
     3.13955    0.134219   0.0731113   0.0271856
     3.19612    0.294628    0.204057   0.0481641
     3.25269           0   0.0818411   0.0346707
     3.30926           0   0.0447398   0.0365299
     3.36583           0   0.0752938   0.0347479
      3.4224    0.163682   0.0845691   0.0374235
     3.47897    0.163682   0.0572887   0.0434503
     3.53553           0   0.0212787   0.0141648
      3.5921           0   0.0174594  0.00995141
     3.64867    0.163682    0.212787   0.0205745
     3.70524           0   0.0600168     0.02509
     3.76181   0.0245523   0.0660185   0.0262497
     3.81838   0.0572887   0.0452854   0.0191559
     3.87495   0.0540151   0.0523783   0.0243147
     3.93151    0.191508   0.0840235   0.0461439
     3.98808           0           0           0
     4.04465           0           0           0
     4.10122           0           0           0
     4.15779           0           0           0
     4.21436           0           0           0
     4.27092           0           0           0
     4.32749           0           0           0
     4.38406           0           0           0
     4.44063           0           0           0
      4.4972           0           0           0
     4.55377           0           0           0
     4.61034           0           0           0
      4.6669           0           0           0
     4.72347           0           0           0
     4.78004           0           0           0
     4.83661           0           0           0
     4.89318           0           0           0
