1 -0.445875 0
2 -0.445224 0.000650555
3 -0.446451 0.00128284
4 -0.439474 0.00703577
5 -0.442113 0.00605524
6 -0.446132 0.00637122
7 -0.449542 0.00637402
8 -0.448559 0.00560693
9 -0.450401 0.00527685
10 -0.451201 0.00478697
11 -0.451463 0.00433789
12 -0.452535 0.00410255
13 -0.454549 0.00427751
14 -0.454091 0.00398655
15 -0.455978 0.00416325
16 -0.452313 0.0053478
17 -0.447247 0.00713392
18 -0.448047 0.00677329
19 -0.448941 0.00646901
20 -0.447837 0.00623556
21 -0.448074 0.00593594
22 -0.447741 0.00566953
23 -0.448301 0.00544629
24 -0.448758 0.00523442
25 -0.44815 0.00505734
26 -0.448349 0.00486303
27 -0.447868 0.00470408
28 -0.447535 0.00454519
29 -0.446376 0.00453638
30 -0.446517 0.00438483
31 -0.446143 0.00425751
32 -0.4462 0.00412271
33 -0.445479 0.00406032
34 -0.445838 0.00395541
35 -0.445027 0.00392556
36 -0.444351 0.00387436
37 -0.444479 0.00377037
38 -0.444627 0.0036728
39 -0.445123 0.00361161
40 -0.443957 0.00370843
41 -0.443336 0.0036697
42 -0.44343 0.0035825
43 -0.441574 0.00396
44 -0.442612 0.00400561
45 -0.442917 0.0039275
46 -0.444085 0.00401473
47 -0.444221 0.00393075
48 -0.444145 0.00384875
49 -0.444086 0.00376984
50 -0.444613 0.00373104
51 -0.443392 0.0038555
52 -0.443403 0.00378065
53 -0.442952 0.00373594
54 -0.443518 0.00370955
55 -0.443512 0.00364148
56 -0.443861 0.00359286
57 -0.444429 0.00357466
58 -0.4439 0.00355207
59 -0.444087 0.00349633
60 -0.443334 0.00351913
61 -0.444057 0.00353568
62 -0.444306 0.00348709
63 -0.444757 0.00346089
64 -0.444641 0.00340838
65 -0.444828 0.00336075
66 -0.44482 0.00330945
67 -0.444324 0.00329718
68 -0.444206 0.00325046
69 -0.443875 0.00322011
70 -0.444362 0.00321105
71 -0.444888 0.0032089
72 -0.444833 0.00316451
73 -0.445081 0.00313074
74 -0.443733 0.00336943
75 -0.442784 0.00345708
76 -0.442332 0.00344112
77 -0.441822 0.00343426
78 -0.441157 0.00345446
79 -0.440794 0.00342975
80 -0.441393 0.00343921
81 -0.441358 0.00339666
82 -0.441705 0.00337288
83 -0.440803 0.00345205
84 -0.441223 0.00343653
85 -0.44118 0.00339613
86 -0.441453 0.00336747
87 -0.441641 0.00333386
88 -0.441276 0.00331589
89 -0.441211 0.00327907
90 -0.441116 0.00324384
91 -0.44134 0.00321582
92 -0.441128 0.00318772
93 -0.441145 0.0031533
94 -0.441153 0.00311958
95 -0.441155 0.00308657
96 -0.441318 0.00305863
97 -0.441375 0.00302747
98 -0.441198 0.00300165
99 -0.441044 0.00297518
100 -0.440614 0.00297655
