1 0.844889 0.830259 -0.190915 0.0158351
0.98 0.887145 0.782806 -0.168508 0.0176032
0.9604 0.908408 0.749757 -0.160784 0.0214544
0.941192 0.923579 0.74566 -0.136956 0.0233847
0.922368 0.916895 0.752033 -0.126792 0.0209352
0.903921 0.94662 0.782127 -0.0654972 0.0257195
0.885842 0.918238 0.790991 -0.104107 0.0200307
0.868126 0.903753 0.747908 -0.134617 0.0213163
0.850763 0.920972 0.79192 -0.0942949 0.022101
0.833748 0.884494 0.805885 -0.125227 0.0198948
0.817073 0.86394 0.756442 -0.223832 0.0148343
0.800731 0.819578 0.798728 -0.256984 0.011878
0.784717 0.837354 0.839951 -0.217813 0.0141894
0.769022 0.851367 0.887675 -0.121315 0.0204176
0.753642 0.835707 0.911269 -0.052503 0.0214917
0.738569 0.813872 0.914876 -0.110375 0.0206814
0.723798 0.822029 0.910656 -0.116985 0.021116
0.709322 0.781046 0.926332 -0.187399 0.0156948
0.695135 0.790154 0.956515 -0.0715666 0.0204966
0.681233 0.763592 0.977411 -0.12135 0.0208361
0.667608 0.795394 0.940936 -0.0928335 0.0232276
0.654256 0.820726 0.931687 -0.0724805 0.0191855
0.641171 0.798565 0.949234 -0.105002 0.0203964
0.628347 0.778137 0.977714 -0.0690336 0.0190444
0.61578 0.768569 0.982649 -0.079883 0.0174334
0.603465 0.765524 0.990213 -0.0667793 0.0204973
0.591395 0.75233 0.958912 -0.157449 0.0158146
0.579568 0.707101 1.00491 -0.148899 0.0135232
0.567976 0.676525 1.04182 -0.146702 0.0118945
0.556617 0.667491 1.01354 -0.213897 0.00983441
0.545484 0.63236 1.02078 -0.237747 0.00859531
0.534575 0.636606 0.973182 -0.316689 0.00837935
0.523883 0.652682 0.923264 -0.366092 0.00733808
0.513405 0.680597 0.89421 -0.375985 0.00728219
0.503137 0.688833 0.876349 -0.376648 0.00713766
0.493075 0.689099 0.839507 -0.399901 0.00711451
0.483213 0.693642 0.858711 -0.38068 0.00695338
0.473549 0.670107 0.871468 -0.404061 0.00575665
0.464078 0.68451 0.90685 -0.346876 0.00883362
0.454796 0.660722 0.893343 -0.377001 0.00599324
0.4457 0.662265 0.891342 -0.381465 0.00776543
0.436786 0.690084 0.925337 -0.330932 0.00981604
0.428051 0.728066 0.876286 -0.319853 0.0103549
0.41949 0.71199 0.834444 -0.379628 0.00627419
0.4111 0.699059 0.865678 -0.371856 0.00984249
0.402878 0.73195 0.883254 -0.320101 0.0106502
0.39482 0.749328 0.892105 -0.271888 0.0120965
0.386924 0.794277 0.893023 -0.17229 0.0143223
0.379185 0.781463 0.845688 -0.28427 0.0115889
